업종명,업소명,소재지도로명,소재지지번,위도,경도,연락처,데이터기준일자
일반음식점,고향산천 ,경기도 양평군 양동면 매월길 155,경기도 양평군 양동면 매월리 483-1,37.4347066359,127.7281803258,031-771-1042,2021-06-21
일반음식점,용문산촌두부,경기도 양평군 용문면 용문산로628번길 3,경기도 양평군 용문면 신점리 369-29 외 2필지,37.5450169481,127.5845172860,031-771-1104,2021-06-21
일반음식점,평창장국밥,경기도 양평군 양서면 북한강로 20,경기도 양평군 양서면 양수리 971-1,37.5454165113,127.3211499368,031-771-1292,2021-06-21
일반음식점,신의주 찹쌀순대&찜닭,경기도 양평군 서종면 중미산로 4,경기도 양평군 서종면 문호리 394-5 2층,37.6036785244,127.3526642134,031-771-1293,2021-06-21
일반음식점,양평민물장어,경기도 양평군 옥천면 마유산로 586,경기도 양평군 옥천면 신복리 835-1,37.5352268162,127.4671754909,031-771-1322,2021-06-21
일반음식점,대청마루,경기도 양평군 양평읍 관문길 10,경기도 양평군 양평읍 양근리 168-1,37.4908300030,127.4940272396,031-771-1324,2021-06-21
일반음식점,양평칼국수,경기도 양평군 양평읍 양근로137번길 12,경기도 양평군 양평읍 양근리 393-22,37.4932542399,127.4881558747,031-771-1390,2021-06-21
일반음식점,양평반점,경기도 양평군 양평읍 시민로 40,경기도 양평군 양평읍 양근리 183-11 외 1,37.4902081436,127.4960408270,031-771-1394,2021-06-21
일반음식점,개성집,경기도 양평군 양평읍 경강로 2335-17,경기도 양평군 양평읍 대흥리 686-1,37.4923034873,127.5340614455,031-771-1575,2021-06-21
일반음식점,샘뜰정,경기도 양평군 양평읍 샘뜰길 48,경기도 양평군 양평읍 회현리 61-10,37.4688613525,127.5239181280,031-771-1595,2021-06-21
일반음식점,용문산천년중화요리,경기도 양평군 용문면 용문산로 404,경기도 양평군 용문면 신점리 33-1,37.5306273073,127.6009915300,031-771-1602,2021-06-21
일반음식점,훼미리파크,경기도 양평군 옥천면 사나사길 215,경기도 양평군 옥천면 용천리 310,37.5307065373,127.5011205251,031-771-1866,2021-06-21
일반음식점,아궁지,경기도 양평군 서종면 화서로 198-4,경기도 양평군 서종면 수입리 341,37.6382646201,127.3963467761,031-771-1868,2021-06-21
일반음식점,함지박추어탕전문,경기도 양평군 양평읍 양근로224번길 8,경기도 양평군 양평읍 양근리 264-1,37.4872965300,127.4921611117,031-771-1888,2021-06-21
일반음식점,시루항아리,경기도 양평군 용문면 용문산로 143,경기도 양평군 용문면 덕촌리 35-1,37.5106677992,127.6048117634,031-771-1944,2021-06-21
일반음식점,서해쭈꾸미(용문점),경기도 양평군 용문면 용문로 464-1,경기도 양평군 용문면 마룡리 301-2,37.4919589563,127.6007697593,031-771-2023,2021-06-21
일반음식점,락빈,경기도 양평군 옥천면 경강로 1451,경기도 양평군 옥천면 아신리 373-6,37.5119548141,127.4459129383,031-771-2037,2021-06-21
일반음식점,푸짐한황태마을,경기도 양평군 양평읍 잿말길10번길 46,경기도 양평군 양평읍 덕평리 100,37.5056936944,127.5003168325,031-771-2183,2021-06-21
일반음식점,진가네김밥,경기도 양평군 양평읍 양평시장길 19,경기도 양평군 양평읍 양근리 410-17,37.4904693062,127.4915725535,031-771-2375,2021-06-21
일반음식점,한강식당,,경기도 양평군 강상면 교평리 465-19,37.4826899117,127.4855560408,031-771-2396,2021-06-21
일반음식점,비원,경기도 양평군 양평읍 양근강변길 58,경기도 양평군 양평읍 양근리 329-3,37.4890088953,127.4891859215,031-771-2406,2021-06-21
일반음식점,인화반점,경기도 양평군 양평읍 양근로 204-1,경기도 양평군 양평읍 양근리 292-6,37.4888107934,127.4916406107,031-771-2424,2021-06-21
일반음식점,화천갈비(주)재선,경기도 양평군 양평읍 양근로147번길 16-1,경기도 양평군 양평읍 양근리 397-15,37.4921275626,127.4884841093,031-771-2487,2021-06-21
일반음식점,덤장,경기도 양평군 서종면 북한강로 1161,경기도 양평군 서종면 수입리 797-7,37.6360972462,127.3654530732,031-771-2526,2021-06-21
일반음식점,간이역,경기도 양평군 양평읍 양평시장1길 6,경기도 양평군 양평읍 양근리 355-9,37.4895319334,127.4923079329,031-771-2555,2021-06-21
일반음식점,중앙식당,경기도 양평군 양평읍 양평시장1길 19,경기도 양평군 양평읍 양근리 412-0,37.4901267271,127.4907807521,031-771-2666,2021-06-21
일반음식점,칠공팔공,경기도 양평군 양평읍 양평시장길 31,경기도 양평군 양평읍 양근리 421-3 지하1층,37.4910370671,127.4902602820,031-771-2694,2021-06-21
일반음식점,겐조양평한우곱창구이,경기도 양평군 양평읍 양평시장1길 2,경기도 양평군 양평읍 양근리 355-10,37.4894057563,127.4925341836,031-771-2917,2021-06-21
일반음식점,춘천미정닭갈비양평본점,,경기도 양평군 양평읍 양근리 404-5,37.4910569,127.4906259,031-771-2963,2021-06-21
일반음식점,또미의집,경기도 양평군 양평읍 양평시장1길 12,경기도 양평군 양평읍 양근리 352-5,37.4898924353,127.4916404901,031-771-2997,2021-06-21
일반음식점,두리봉막국수,경기도 양평군 양평읍 양평체육공원길 13,경기도 양평군 양평읍 창대리 721 외 1필지 1층,37.4831324581,127.4986653394,031-771-3052,2021-06-21
일반음식점,대문분식점,경기도 양평군 양평읍 양평시장1길 17,경기도 양평군 양평읍 양근리 351-1,37.4900095676,127.4910183181,031-771-3090,2021-06-21
일반음식점,처갓집치킨강상점,경기도 양평군 강상면 강남로913번길 1,경기도 양평군 강상면 병산리 46-4 근린생활시설,37.4885837942,127.4785189880,031-771-3199,2021-06-21
일반음식점,아씨보쌈,경기도 양평군 양평읍 샘뜰길 38,경기도 양평군 양평읍 회현리 64-2,37.4692310811,127.5230813910,031-771-3354,2021-06-21
일반음식점,신명식당,경기도 양평군 양평읍 양평시장길8번길 4-1,경기도 양평군 양평읍 양근리 167-8,37.4901719471,127.4929865876,031-771-3416,2021-06-21
일반음식점,치킨의민족,경기도 양평군 양평읍 양평시장1길 8,경기도 양평군 양평읍 양근리 353-10,37.4896490963,127.4920816824,031-771-3597,2021-06-21
일반음식점,문호식당,경기도 양평군 서종면 중미산로 8,경기도 양평군 서종면 문호리 394-8,37.6037602247,127.3531285483,031-771-3663,2021-06-21
일반음식점,콩타령,경기도 양평군 양평읍 중앙로 86,경기도 양평군 양평읍 공흥리 755-6 (지상1층),37.4940930909,127.4981447649,031-771-3725,2021-06-21
일반음식점,순이돈까스,경기도 양평군 양평읍 양평시장길 32-1,경기도 양평군 양평읍 양근리 404-10,37.4912443920,127.4903846889,031-771-3836,2021-06-21
일반음식점,삼일냉면,경기도 양평군 양평읍 한빛길 25,경기도 양평군 양평읍 양근리 218-15,37.4878194785,127.4950115929,031-771-4089,2021-06-21
일반음식점,칠읍산쉼터,경기도 양평군 용문면 용문삼성로 314,경기도 양평군 용문면 삼성리 12,37.4622935148,127.5913557683,031-771-4321,2021-06-21
일반음식점,옛날가든,경기도 양평군 양평읍 양근로147번길 5-17,경기도 양평군 양평읍 양근리 528-43,37.4930648898,127.4875450328,031-771-4360,2021-06-21
일반음식점,이가네곰탕,경기도 양평군 양평읍 남북로 97,경기도 양평군 양평읍 공흥리 484-4,37.4914250334,127.5023529671,031-771-4564,2021-06-21
일반음식점,매니아,경기도 양평군 양평읍 관문길 57,경기도 양평군 양평읍 양근리 130-29,37.4945525015,127.4915607821,031-771-4673,2021-06-21
일반음식점,카페인,경기도 양평군 지평면 지평로 950,경기도 양평군 지평면 옥현리 804-5,37.4292346055,127.6179337322,031-771-4675,2021-06-21
일반음식점,투다리,경기도 양평군 양평읍 시민로 44,경기도 양평군 양평읍 양근리 183-4,37.4903073091,127.4965159269,031-771-4689,2021-06-21
일반음식점,옥천느티나무막국수,경기도 양평군 옥천면 옥천길 104,경기도 양평군 옥천면 옥천리 603-3,37.5200921062,127.4642964094,031-771-4766,2021-06-21
일반음식점,강나루,경기도 양평군 서종면 북한강로 1298,경기도 양평군 서종면 수입리 668-1,37.6439596371,127.3761167249,031-771-4839,2021-06-21
일반음식점,청년다방양평점,경기도 양평군 양평읍 양평시장길 10-1,경기도 양평군 양평읍 양근리 359-5,37.4901719063,127.4923304913,031-771-4954,2021-06-21
일반음식점,고바우정육식당,경기도 양평군 지평면 지평의병로 74,경기도 양평군 지평면 지평리 1080-1,37.4754668874,127.6340549202,031-771-5303,2021-06-21
일반음식점,브이아이피밥상(VIP밥상),경기도 양평군 양평읍 양근강변길 56,경기도 양평군 양평읍 양근리 328-2,37.4888016000,127.4894008756,031-771-5332,2021-06-21
일반음식점,또와분식,경기도 양평군 양동면 학둔지아래길 63,경기도 양평군 양동면 쌍학리 215-13,37.4213695794,127.7532019193,031-771-5506,2021-06-21
일반음식점,신 전주관,경기도 양평군 양서면 경강로 1055-4,경기도 양평군 양서면 복포리 353-5,37.5129189569,127.4031059531,031-771-5588,2021-06-21
일반음식점,왕창짜장,경기도 양평군 강하면 왕창로 27,경기도 양평군 강하면 왕창리 697-2,37.4798981612,127.3886486078,031-771-5613,2021-06-21
일반음식점,오빈식당,경기도 양평군 양평읍 경강로 1613,경기도 양평군 양평읍 오빈리 434-1,37.5051194521,127.4611694911,031-771-5779,2021-06-21
일반음식점,용문흑염소전문,경기도 양평군 용문면 다문중앙2길 20,경기도 양평군 용문면 다문리 706-12,37.4846020612,127.5918353713,031-771-5822,2021-06-21
일반음식점,중국관,경기도 양평군 양서면 양수로 157,경기도 양평군 양서면 양수리 559-10,37.5444573633,127.3187183878,031-771-5885,2021-06-21
일반음식점,양수콩나물국밥,경기도 양평군 양서면 경강로 1055,경기도 양평군 양서면 복포리 354-8,37.5130003391,127.4034226804,031-771-5995,2021-06-21
일반음식점,용두휴게소한식당,경기도 양평군 청운면 설악로 167,경기도 양평군 청운면 다대리 290-3,37.56582851,127.7226449,031-771-6003,2021-06-21
일반음식점,룬423,경기도 양평군 용문면 덕촌길 109,경기도 양평군 용문면 마룡리 546,37.5043379248,127.5969395882,031-771-6030,2021-06-21
일반음식점,머피스,경기도 양평군 양서면 당뒤길 42-1,경기도 양평군 양서면 대심리 148-4,37.5035079911,127.3918946164,031-771-6040,2021-06-21
일반음식점,양평갈매기집,경기도 양평군 양평읍 양평시장길33번길 8,경기도 양평군 양평읍 양근리 422-18,37.4910460007,127.4893326856,031-771-6100,2021-06-21
일반음식점,명물삼합,경기도 양평군 양평읍 양평시장길39번길 3,경기도 양평군 양평읍 양근리 422-20,37.4912713437,127.4893439658,031-771-6227,2021-06-21
일반음식점,허니베어,경기도 양평군 서종면 내수입길 46,경기도 양평군 서종면 수입리 462-3,37.6416622845,127.3861292829,031-771-6408,2021-06-21
일반음식점,원빈,경기도 양평군 양동면 양동로 390,경기도 양평군 양동면 고송리 524-7,37.5087092066,127.6927702145,031-771-6473,2021-06-21
일반음식점,도쿄스테이크 양평점,경기도 양평군 양평읍 양평시장길 22,경기도 양평군 양평읍 양근리 409-2,37.4908118171,127.4914480819,031-771-6512,2021-06-21
일반음식점,하늘소가든,경기도 양평군 강하면 운심길 96-1,경기도 양평군 강하면 전수리 1003-1,37.4985700202,127.4159198026,031-771-6595,2021-06-21
일반음식점,시골밥상,경기도 양평군 양평읍 충신로 12,경기도 양평군 양평읍 회현리 10-45,37.4664542535,127.5259868039,031-771-6613,2021-06-21
일반음식점,남촌집,경기도 양평군 서종면 무내미길 34,경기도 양평군 서종면 문호리 352-1,37.6024434513,127.3524853856,031-771-6647,2021-06-21
일반음식점,풍물옹심이메밀칼국수,경기도 양평군 양평읍 공흥수청길 4-1,경기도 양평군 양평읍 공흥리 456-30,37.4902442586,127.4988009570,031-771-6663,2021-06-21
일반음식점,양평선지해장국,경기도 양평군 양서면 경강로 1024,경기도 양평군 양서면 국수리 331-5,37.5109246942,127.4004042146,031-771-6888,2021-06-21
일반음식점,쉼터차차차,경기도 양평군 청운면 설악로 475,경기도 양평군 청운면 삼성리 210,37.5801356509,127.7490724678,031-771-6931,2021-06-21
일반음식점,쏠베르크,경기도 양평군 옥천면 용천로 368,경기도 양평군 옥천면 용천리 148-1,37.5516361166,127.5018114370,031-771-7262,2021-06-21
일반음식점,무청밥상,경기도 양평군 양서면 경강로 1059,경기도 양평군 양서면 복포리 354-1,37.5131267332,127.4036714578,031-771-7348,2021-06-21
일반음식점,369치킨호프,,경기도 양평군 용문면 광탄리 175-8,37.5080708987,127.6326762363,031-771-7369,2021-06-21
일반음식점,남원추어탕,경기도 양평군 강하면 강남로 500-3,경기도 양평군 강하면 전수리 24-1,37.5042902505,127.4397975218,031-771-7374,2021-06-21
일반음식점,비바랜드,경기도 양평군 강하면 운심길 47-1,경기도 양평군 강하면 운심리 50-2,37.4961600909,127.4114312812,031-771-7390,2021-06-21
일반음식점,도토리국수집,경기도 양평군 옥천면 서촌길 1-4,경기도 양평군 옥천면 신복리 1111,37.5296106255,127.4647219553,031-771-7562,2021-06-21
일반음식점,녹수청산,경기도 양평군 지평면 대평로 108,경기도 양평군 지평면 대평리 735-2,37.4231298965,127.6288530992,031-771-7640,2021-06-21
일반음식점,오와리산장,경기도 양평군 용문면 중원산로 554-4,경기도 양평군 용문면 중원리 590,37.5486993115,127.6204990704,031-771-7675,2021-06-21
일반음식점,베스트라이브,,경기도 양평군 양평읍 백안리 564-1,37.4988152366,127.5156237102,031-771-7712,2021-06-21
일반음식점,백동식당,경기도 양평군 단월면 백동길 269-19,경기도 양평군 단월면 덕수리 22-3,37.5610466106,127.6843450205,031-771-7750,2021-06-21
일반음식점,찌지미,경기도 양평군 용문면 다문중앙1길 15,경기도 양평군 용문면 다문리 708-6,37.4846923999,127.5915753248,031-771-7787,2021-06-21
일반음식점,주막집,경기도 양평군 양평읍 양근로 222,경기도 양평군 양평읍 양근리 229-1,37.4876661160,127.4925456684,031-771-7792,2021-06-21
일반음식점,투다리양동점,경기도 양평군 양동면 학둔지아래길 115,경기도 양평군 양동면 쌍학리 185-11,37.4171194103,127.7553800001,031-771-7810,2021-06-21
일반음식점,마니커치킨,경기도 양평군 서종면 문호길 25-2,경기도 양평군 서종면 문호리 413,37.6048711940,127.3549957055,031-771-7828,2021-06-21
일반음식점,단월식당,경기도 양평군 단월면 보룡길 61,경기도 양평군 단월면 보룡리 342-26,37.5390697237,127.6736280525,031-771-7829,2021-06-21
일반음식점,구슬고개쉼터,경기도 양평군 지평면 지평로 750,경기도 양평군 지평면 옥현리 528-4,37.4468609559,127.6224157519,031-771-7836,2021-06-21
일반음식점,네네치킨네네피자,경기도 양평군 청운면 용두로 141,경기도 양평군 청운면 용두리 645-3,37.5546243203,127.7087841208,031-771-8167,2021-06-21
일반음식점,야산해촌,경기도 양평군 양평읍 양근로 16,경기도 양평군 양평읍 오빈리 150-59 1층,37.5005626333,127.4767506396,031-771-8321,2021-06-21
일반음식점,빅타임,경기도 양평군 양평읍 공흥수청길 2,경기도 양평군 양평읍 공흥리 462-4,37.4907400108,127.4987783249,031-771-8359,2021-06-21
일반음식점,예원,경기도 양평군 서종면 수대울길 66,경기도 양평군 서종면 문호리 1039,37.5875863079,127.3502040598,031-771-8426,2021-06-21
일반음식점,그린맥시칸치킨,경기도 양평군 양평읍 중앙로 14,경기도 양평군 양평읍 양근리 137-29,37.4963281976,127.4915945211,031-771-8559,2021-06-21
일반음식점,시골집순대국,경기도 양평군 단월면 보산정길 3,경기도 양평군 단월면 보룡리 28-2,37.5388707420,127.6740916842,031-771-8651,2021-06-21
일반음식점,예솔,경기도 양평군 양평읍 백안큰골길 71-9,경기도 양평군 양평읍 백안리 177-5,37.5017704509,127.5233176790,031-771-8749,2021-06-21
일반음식점,광이원농가맛집,경기도 양평군 용문면 용문산로 120-13,경기도 양평군 용문면 덕촌리 12-4,37.5073231252,127.6054972768,031-771-8800,2021-06-21
일반음식점,멕시칸치킨양평점,경기도 양평군 양평읍 해오름길 3,경기도 양평군 양평읍 양근리 282-7,37.4881618065,127.4916180596,031-771-8938,2021-06-21
일반음식점,이서방양념치킨양평분점,경기도 양평군 양평읍 흥청길 20,경기도 양평군 양평읍 공흥리 788-1,37.4933719372,127.4958144103,031-771-8991,2021-06-21
일반음식점,고향집영양탕,경기도 양평군 용문면 다문북길 86,경기도 양평군 용문면 다문리 630-2 외 3필지,37.4869899254,127.5928110851,031-771-9005,2021-06-21
