상권명,다중지역정보,업종정보,점포수,위도,경도
운천로,"{""type"":""Polygon"",""coordinates"":[[[127.076287783376,37.1491770077589],[127.076317684728,37.1499012272393],[127.075858113357,37.1499122931903],[127.075259895199,37.149926782859],[127.07499351364,37.1499331552151],[127.074524085968,37.1499447023755],[127.074543966597,37.1504213196888],[127.074564052417,37.1509100467862],[127.074568801231,37.1510401816583],[127.073927155415,37.1510647388988],[127.073926922449,37.1510550334856],[127.07392660509,37.1510420139226],[127.073926574824,37.1510409372775],[127.073891956339,37.1499538532439],[127.073891274978,37.1499324570514],[127.073889690408,37.1499152205237],[127.073860932631,37.1497265739414],[127.073841597966,37.1490134710949],[127.073842129151,37.1489929051819],[127.073842360741,37.14899289848],[127.073843206867,37.1489928727184],[127.074483824759,37.1489724006293],[127.074527394374,37.1489710081581],[127.075414201965,37.1489426659621],[127.0762769079,37.1489150876577],[127.076287783376,37.1491770077589]]]}","한식,이/미용/건강,유흥주점,PC/오락/당구/볼링등,커피점/카페",252,37.14968348,127.0748874
메가박스동탄,"{""type"":""Polygon"",""coordinates"":[[[127.072830646305,37.2020930280504],[127.073503409407,37.2020885761192],[127.073587899077,37.2028760917243],[127.073589023731,37.2028843403246],[127.073602990684,37.2029687079602],[127.07367759791,37.203419371252],[127.073731697618,37.203746156152],[127.073740673186,37.2037779367136],[127.073808700764,37.2039462432241],[127.073877960168,37.2041175937977],[127.073947347546,37.2042892618835],[127.073985630798,37.2043839756921],[127.073500297523,37.204523755472],[127.073459315764,37.2044330793304],[127.073284489007,37.2039624219644],[127.07319882946,37.2037062574099],[127.073156001662,37.2035186427906],[127.073142397255,37.2034876515427],[127.073132648846,37.2034654443606],[127.073089887414,37.2034206220359],[127.073031903165,37.2033885633205],[127.072964371984,37.203372406327],[127.072893904257,37.2033737326039],[127.072827397808,37.2033924123261],[127.072771362714,37.2034266170035],[127.072731284068,37.2034729984616],[127.072711085063,37.2035270165777],[127.072711542076,37.2035425546834],[127.072712742956,37.203583383693],[127.072757204525,37.2037781603161],[127.07276119111,37.2037923552117],[127.072850000119,37.204057942815],[127.07285168001,37.2040627038121],[127.072916694462,37.2042377349491],[127.073029249079,37.2045407512067],[127.073033338089,37.2045506925075],[127.07307634702,37.2046458551554],[127.072905656687,37.2046950144606],[127.072638719708,37.2047696353401],[127.072470710922,37.2043422772006],[127.072418967339,37.2041976962421],[127.072266454879,37.2035992421039],[127.071903642438,37.2036454018514],[127.07134888497,37.203716046252],[127.071302950857,37.2035658739998],[127.071252786161,37.2033600508169],[127.071223582539,37.2032128287413],[127.071571072673,37.2031761970679],[127.071504700746,37.2026735949489],[127.072023440834,37.2026289372812],[127.072019561035,37.202600747473],[127.071999212214,37.2024510620161],[127.072002627129,37.2024020912642],[127.072825206833,37.2023831791241],[127.072830646305,37.2020930280504]]]}","이/미용/건강,부동산중개,커피점/카페,한식,일식/수산물",124,37.20327977,127.0727152
홈플러스김포점,"{""type"":""Polygon"",""coordinates"":[[[126.701468414911,37.6223031019411],[126.701418423158,37.6227761460829],[126.701592725213,37.6235016865035],[126.701473462801,37.6244774086627],[126.701065435271,37.6243473436865],[126.700903824294,37.6242154828525],[126.700483553446,37.6238735437597],[126.699995938394,37.6234756750742],[126.699770097485,37.6239022953149],[126.699435913576,37.624533265075],[126.699324277676,37.6247437731476],[126.698924502448,37.6246481426784],[126.698981998138,37.624456748227],[126.698187976986,37.6242531556948],[126.698156304045,37.6243440338696],[126.697668736199,37.6242282849888],[126.697388214203,37.6241615227565],[126.697420103253,37.6240802854027],[126.697440435243,37.6240293476507],[126.697441494514,37.6240266190715],[126.697454706644,37.6239916039666],[126.697505677666,37.623857929976],[126.697506086927,37.6238568443863],[126.697580366046,37.6236575376823],[126.697605388767,37.623593766464],[126.697637925559,37.6235173309968],[126.697681973822,37.6234138293724],[126.697683670765,37.6234096770139],[126.697700364556,37.6233670790821],[126.697744517965,37.6232547528691],[126.697745262515,37.6232528207564],[126.697766766269,37.6231958806365],[126.697766926077,37.62319545558],[126.697796552766,37.6231162996018],[126.697796833977,37.623115542201],[126.697810830305,37.6230775387264],[126.697811358024,37.6230760831867],[126.697847783145,37.6229740065609],[126.697851039752,37.6229637411917],[126.697888350689,37.6228296383465],[126.697909693589,37.6227632531352],[126.697909972834,37.6227623753853],[126.697930146374,37.622698287265],[126.697935752505,37.6226728679175],[126.697949157172,37.6225686793891],[126.697949589211,37.6225653222607],[126.6979469853,37.6225277528998],[126.698230579942,37.6226205440836],[126.698952467043,37.6217612755155],[126.699537456717,37.6210378992283],[126.699867181969,37.6205808873459],[126.700059072211,37.6202738400421],[126.700474437186,37.6203673855619],[126.700164026752,37.6206911495181],[126.699864513212,37.6216091365406],[126.701036912451,37.6213044296567],[126.701497695046,37.6214125493817],[126.701580545079,37.6220227687772],[126.701468414911,37.6223031019411]],[[126.700060540117,37.6218174003607],[126.700161198301,37.623092311925],[126.700456607595,37.6230617746984],[126.700488268504,37.6229714588607],[126.700731598451,37.6229026181107],[126.701104052306,37.622716376143],[126.701032970273,37.6221828718406],[126.700658850214,37.622017137981],[126.700351692907,37.6219906701821],[126.700199573396,37.6218223092593],[126.700060540117,37.6218174003607]]]}","의복의류,이/미용/건강,유흥주점,PC/오락/당구/볼링등,한식",79,37.62290105,126.6996694
동탄중심상가1길,"{""type"":""Polygon"",""coordinates"":[[[127.072110857054,37.2009493461815],[127.072740991339,37.2010063673515],[127.072681420095,37.2013874630021],[127.072656471981,37.2017337434371],[127.072039822647,37.2017378168147],[127.071131285042,37.2017438124569],[127.071134633912,37.2016458629717],[127.071134588933,37.2016348341621],[127.071125629944,37.2014233076146],[127.071123421285,37.2013534592367],[127.071121279848,37.2012857366773],[127.071120210448,37.2012519987398],[127.0711573538,37.2010729164234],[127.071157784507,37.201070758897],[127.071196834882,37.200867228692],[127.072110857054,37.2009493461815]]]}","한식,유흥주점,학원-보습교습입시,부동산중개,이/미용/건강",182,37.20133417,127.0718927
정조로,"{""type"":""Polygon"",""coordinates"":[[[127.010449674494,37.2545467365928],[127.010454452026,37.2545444222522],[127.010455441023,37.2545439487117],[127.010461222219,37.2545410850299],[127.010930393277,37.2543007780111],[127.010932724728,37.254299567572],[127.01103173446,37.2542474671263],[127.01103216097,37.2542691100213],[127.011032219502,37.2542712631382],[127.011050897789,37.2548100909264],[127.011051010318,37.2548126700232],[127.01105225396,37.2548363123987],[127.011060970194,37.2550018534628],[127.011063941367,37.255111804025],[127.011064521738,37.2551332810659],[127.01107074555,37.2553636294407],[127.01107563906,37.2557477044114],[127.011075689469,37.255750098656],[127.011082985548,37.2559985203891],[127.011082941007,37.256076809706],[127.010170062398,37.2560820049508],[127.010205095108,37.2551262972279],[127.010705790167,37.2551178039458],[127.010629130355,37.2547567280608],[127.010449674494,37.2545467365928]]]}","약국/한약방,의복의류,닭/오리요리,종합소매점,한식,사진/광학/정밀기기소매,가정/주방/인테리어,병원,음/식료품소매",30,37.25535286,127.0106884
수원권선주공우편취급국,"{""type"":""Polygon"",""coordinates"":[[[127.027155759784,37.255414705193],[127.027262012763,37.2556721060247],[127.027316342481,37.255803210023],[127.027333764061,37.2558455916113],[127.027492300121,37.2562290116575],[127.026094684732,37.2565940268934],[127.026269327049,37.2570122160464],[127.025733388465,37.2571579019334],[127.025266738782,37.2572847247878],[127.024917458647,37.2573795644872],[127.023352421391,37.2578031494087],[127.023034617256,37.2578890458364],[127.022968701435,37.2577592452032],[127.022966599029,37.2577552440928],[127.022847509869,37.2575360346534],[127.02280857689,37.2574643717965],[127.022801111418,37.2574519526789],[127.022785063676,37.2574276799203],[127.022407562481,37.2566924551606],[127.022382358663,37.2566433609778],[127.022368051409,37.2566124483826],[127.02236519369,37.2566065900867],[127.022357633036,37.25659185563],[127.022235480225,37.256353685947],[127.022551385863,37.2562764300761],[127.022554018734,37.2562757861938],[127.022556232266,37.2562752470052],[127.022556470456,37.2562751888702],[127.023247281763,37.2561062466485],[127.02324849488,37.2561059469803],[127.024262519825,37.2558529510838],[127.024271624389,37.2558506794774],[127.024273582357,37.255850192092],[127.024964233171,37.2556778778196],[127.025269691594,37.256370704522],[127.025927570351,37.2561933579577],[127.025756352766,37.2557830809577],[127.025641766935,37.2555088314859],[127.025662750318,37.2555035960061],[127.025739622771,37.2554844149803],[127.027008371746,37.2551678433226],[127.027049341189,37.2551577333568],[127.027058858686,37.2551553847363],[127.027411098602,37.2550684865372],[127.028505446063,37.2547984987794],[127.028527243608,37.254793120958],[127.02854207255,37.2547894656726],[127.028881602794,37.2547056963562],[127.029016211668,37.2550495382978],[127.029016385489,37.2550499803055],[127.029452480037,37.2561539422568],[127.029454132487,37.2561581253298],[127.02979360554,37.2570174498972],[127.030031690792,37.2576277807342],[127.030034936931,37.257636102131],[127.030046826634,37.2576665673782],[127.030047758191,37.2576688985311],[127.030188638754,37.2580133530151],[127.030212483818,37.2580782354233],[127.029862331412,37.2581726834509],[127.029861203715,37.2581729876592],[127.029580417502,37.2582487323264],[127.029288615952,37.2583269159684],[127.028482577259,37.2585428632207],[127.028466744473,37.2585471048899],[127.028278199546,37.2580998692754],[127.028691474591,37.2579869589233],[127.029242622442,37.2578365975914],[127.029367062698,37.2578026990744],[127.029677810046,37.2577179493145],[127.029509499686,37.2572989717193],[127.029413220634,37.2570596763926],[127.029394783598,37.257013907704],[127.029200178983,37.2565302304681],[127.029086144405,37.2562471423991],[127.028767341122,37.2554493179431],[127.028672104768,37.2552114380152],[127.0286045309,37.2550416476659],[127.027155759784,37.255414705193]]]}","한식,이/미용/건강,음/식료품소매,유흥주점,종합소매점,무도/유흥/가무",231,37.2565859,127.0258827
흥덕2로75번길,"{""type"":""Polygon"",""coordinates"":[[[127.073329251714,37.2743377810709],[127.073763430485,37.2743327261755],[127.073898993782,37.2743312596027],[127.073898232767,37.27438680885],[127.073898223529,37.2743876719502],[127.073897972314,37.2744202720809],[127.073326571349,37.274425821013],[127.071785756722,37.2744407702645],[127.071144707301,37.2744469839264],[127.071028810376,37.2744481013488],[127.071000829616,37.2744474604952],[127.070995244268,37.2743316238012],[127.071258803679,37.2743325623802],[127.071784509777,37.2743347078576],[127.071789505002,37.2735823350816],[127.071791243655,37.2733255374302],[127.072332531534,37.2733207630921],[127.072331387026,37.274334482788],[127.072883901668,37.274334299276],[127.072889809332,37.2733338520222],[127.073341516089,37.2733356938981],[127.073329251714,37.2743377810709]]]}","한식,이/미용/건강,의복의류,유아교육,분식",27,37.27395609,127.072497
이일천랜드,"{""type"":""Polygon"",""coordinates"":[[[127.173224682564,37.4419192582682],[127.171696947967,37.4413139971467],[127.171698025848,37.4412924559977],[127.171678873343,37.4412381821396],[127.171639624172,37.4411912837003],[127.171584120336,37.4411563514088],[127.171517794927,37.4411368046628],[127.171497539455,37.4411361602494],[127.171638258903,37.4408651766383],[127.172400678488,37.4395830996531],[127.174212151411,37.4403053438339],[127.173224682564,37.4419192582682]]]}","한식,사무/문구/컴퓨터,커피점/카페,가방/신발/액세서리,종합소매점",45,37.44074928,127.1728275
동편로,"{""type"":""Polygon"",""coordinates"":[[[126.972849612779,37.4056687665442],[126.973152463152,37.4058245747919],[126.973575866895,37.4062517471097],[126.97278390122,37.4066047903689],[126.972764021773,37.4065776110356],[126.972763567801,37.4065769931863],[126.972763351063,37.4065766995466],[126.972753549911,37.4065632950279],[126.972732776733,37.4065395118957],[126.97272880238,37.406535663201],[126.972578351714,37.4063900915368],[126.97252611291,37.406353092157],[126.97229093506,37.4062326229652],[126.972228035857,37.4062103418061],[126.971905586043,37.4061405415817],[126.971883218418,37.406136658361],[126.971832553587,37.4061299865997],[126.971828727036,37.4061294849585],[126.971814413961,37.4061275960043],[126.971785009768,37.4061237242058],[126.971663161213,37.4061076797098],[126.971618351437,37.4061053874668],[126.971377487359,37.4061122136279],[126.971325697523,37.4050635622868],[126.97159405039,37.4050669431472],[126.971696489548,37.4050682303511],[126.971753848497,37.4050630669238],[126.972224632168,37.4049709661091],[126.972273021834,37.4049566572977],[126.972620948349,37.4048158598152],[126.972690528923,37.4047876997052],[126.972723509712,37.4047713684163],[126.972811365754,37.4047190173886],[126.972883746417,37.4048220611988],[126.972849612779,37.4056687665442]]]}","한식,커피점/카페,병원,일식/수산물,부동산중개",70,37.40568427,126.9723306
정조로712번길,"{""type"":""Polygon"",""coordinates"":[[[127.01708125612,37.2718251464633],[127.017106227853,37.2718003489903],[127.017112486968,37.2717938350463],[127.017157856245,37.2717443225057],[127.017171747863,37.2717337211901],[127.017194647759,37.271716252924],[127.017280262582,37.2716763139065],[127.017283819951,37.271674656803],[127.017310984562,37.2716597784521],[127.01733167136,37.271646575072],[127.017341949418,37.2716396029043],[127.017343126226,37.2716387549597],[127.017622042347,37.2718871859249],[127.017698196888,37.2719550160022],[127.017702875579,37.2719634766188],[127.017723782243,37.2720012755391],[127.017778754568,37.2721006609885],[127.017781533142,37.272107656028],[127.017838413034,37.2722102134069],[127.01789646929,37.2723148831163],[127.017899903207,37.272320784139],[127.018018058628,37.2725145962432],[127.018068349111,37.2725970942167],[127.018072446931,37.2726034893524],[127.018291893229,37.2729297590346],[127.018310629318,37.2729576127897],[127.017683685115,37.2730039791308],[127.017504425852,37.2729208620742],[127.017500065594,37.2729188917513],[127.017491066625,37.2729149300382],[127.017163590868,37.2727706084314],[127.017103195453,37.2727438269418],[127.01709008278,37.2727380090889],[127.017025205211,37.2727092429352],[127.016836795524,37.2726257033841],[127.016835778114,37.2726252550058],[127.016695558209,37.2725638351207],[127.016720754614,37.2723333637363],[127.016803280249,37.2721860843762],[127.016803576229,37.2721855538647],[127.016837669439,37.2721241796388],[127.016904714176,37.2720034592756],[127.016915339905,37.2719899043045],[127.01708125612,37.2718251464633]]]}","종합소매점,가정/주방/인테리어,가전제품소매,철물/난방/건설자재소매,사진/광학/정밀기기소매,양식,유흥주점,음/식료품소매,자동차/자동차용품,주택수리,중고품소매/교환,페인트/유리제품소매,한식,모텔/여관/여인숙,무도/유흥/가무,부페",21,37.27240344,127.0174361
