시군명,관광정보명,소재주소,전화번호,데이터기준일자,정제WGS84위도,정제WGS84경도
오산시,유엔군 초전기념관,경기도 오산시 경기도대로 742,031-377-1625,2021-03-05,,
양주시,대승사,경기도 양주시 장흥면 권율로 420-4,031-855-5035,2021-03-05,37.7451701971,126.9599242419
김포시,문수사,경기도 김포시 월곶면 성동리 산 37,031-989-6897,2021-03-05,,
동두천시,벨기에·룩셈부르크참전기념탑,경기도 동두천시 상봉암동 13,,2021-03-05,37.9461579429,127.0652041835
파주시,경기평화센터,경기도 파주시 문산읍 임진각로 148-53,031-952-2167,2021-03-05,37.8904296618,126.7403709312
파주시,임진각관광지,경기도 파주시 문산읍 임진각로 148-53,031-953-4744,2021-03-05,37.8904296618,126.7403709312
동두천시,자재암,경기도 동두천시 평화로2910번길 140,031-865-4045,2021-03-05,37.9459362613,127.0693244005
이천시,미란다스파플러스,경기도 이천시 중리천로115번길 45,031-639-5116,2021-03-05,37.2763895648,127.4507631081
파주시,도라산역,경기도 파주시 장단면 희망로 307,031-953-3334,2021-03-05,37.8988525741,126.7096314227
광주시,웰네스스파,경기도 광주시 도척면 도척윗로 278,031-8026-5605,2021-03-05,37.3374923833,127.2963227839
남양주시,봉선사,경기도 남양주시 진접읍 봉선사길 32,031-527-1951,2021-03-05,37.7463975465,127.1836284111
김포시,약암홍염천,경기도 김포시 대곶면 약암로 965-7,031-989-7000,2021-03-05,37.6385686122,126.5522797507
파주시,파주 영국군 설마리 전투비,경기도 파주시 적성면 마지리 산2-2,031-940-4398,2021-03-05,37.9475677667,126.9323783247
포천시,타일랜드군참전기념비,경기도 포천시 영북면 문암리 산24-2번지,031-538-2034,2021-03-05,38.0641203272,127.2558750995
파주시,임진각 평화누리,경기도 파주시 문산읍 마정리 618-13,031-953-4744,2021-03-05,37.8932684331,126.7490079227
파주시,오두산통일전망대,경기도 파주시 탄현면 필승로 369,031-945-3171,2021-03-05,37.7730255944,126.6771018353
파주시,판문점,경기도 파주시 진서면 어룡리,,2021-03-05,,
화성시,하피랜드,경기도 화성시 팔탄면 시청로 888,031-1577-5752,2021-03-05,37.1685730688,126.8885202806
화성시,율암온천,경기도 화성시 팔탄면 온천로 434-14,031-354-7400,2021-03-05,37.1520898953,126.8822453745
화성시,발안식염온천,경기도 화성시 장안면 황골길 56-1,031-351-9700,2021-03-05,37.0936067324,126.8669218022
화성시,월문온천,경기도 화성시 팔탄면 버들로1597번길 5,031-226-5000,2021-03-05,37.1146159996,126.8766294424
파주시,임진각-내일의 기적소리,경기도 파주시 문산읍 마정리 1400-5일원,031-956-8305,2021-03-05,37.8903763782,126.7367401813
파주시,임진각 평화누리,경기도 파주시 문산읍 마정리 618-13,031-953-4744,2021-03-05,37.8932684331,126.7490079227
가평군,호주전투기념비,경기도 가평군 북면 목동리 691-1,031-580-2066,2021-03-05,37.8957571925,127.5596572651
파주시,통일촌장단콩마을,경기도 파주시 군내면 통일촌길 64,031-953-7600,2021-03-05,37.9107168327,126.7333027437
포천시,타일랜드군참전기념비,경기도 포천시 영북면 문암리 산24-2번지,031-538-2034,2021-03-05,38.0641203272,127.2558750995
동두천시,자유수호평화박물관,경기도 동두천시 평화로 2910번길 96-63,031-860-3330,2021-03-05,37.9424904530,127.0660895725
파주시,도라산역,경기도 파주시 장단면 희망로 307,031-953-3334,2021-03-05,37.8988525741,126.7096314227
파주시,판문점,경기도 파주시 진서면 어룡리,,2021-03-05,,
파주시,DMZ생태연구소,경기도 파주시 광인사길 111,031-955-1550,2021-03-05,37.7126372943,126.6860750308
연천군,태풍전망대,경기도 연천군 중면 횡산리,031-839-2063,2021-03-05,,
가평군,캐나다전투기념비,경기도 가평군 북면 이곡리 207-4,031-580-4675,2021-03-05,37.8764517037,127.5300172183
오산시,유엔군 초전기념관,경기도 오산시 경기도대로 742,031-377-1625,2021-03-05,,
연천군,연천무장공비침투로,경기도 연천군 장남면 반정리 294,031-839-2063,2021-03-05,37.9700900680,126.8279974425
파주시,경의선장단역증기기관차,경기도 파주시 문산읍 임진각로 177,031-953-4744,2021-03-05,37.8895361989,126.7401867774
파주시,평화의종,경기도 파주시 문산읍 임진각로 148-53,031-953-4744,2021-03-05,37.8904296618,126.7403709312
파주시,통일공원,경기도 파주시 파주읍 통일로 1586-24,031-940-4631,2021-03-05,37.8490900470,126.7898866633
광명시,금강정사,경기도 광명시 설월로 58,02-898-8200,2021-03-05,37.4418802050,126.8728281384
평택시,수도사,경기도 평택시 포승읍 원정리 산 119,031-682-3169,2021-03-05,,
안성시,청원사,경기도 안성시 원곡면 통심길 16-102,031-655-6924,2021-03-05,37.0713565564,127.1737200667
고양시,흥국사,경기도 고양시 덕양구 흥국사길 82,02-381-7970,2021-03-05,37.6637233732,126.9399361510
안산시,쌍계사,경기도 안산시 단원구 대부황금로 1171,032-886-2110,2021-03-05,37.2635034411,126.5786871608
동두천시,자재암,경기도 동두천시 평화로2910번길 140,031-865-4045,2021-03-05,37.9459362613,127.0693244005
고양시,태고사,경기도 고양시 덕양구 대서문길 406,02-384-5589,2021-03-05,37.6455922891,126.9780912625
안성시,용화사,경기도 안성시 금광면 한운길 313,031-672-8248,2021-03-05,36.9573624954,127.3361148756
성남시,봉국사,경기도 성남시 수정구 태평로 79,031-755-0329,2021-03-05,37.4504899195,127.1352908632
남양주시,묘적사,경기도 남양주시 와부읍 월문리 222,031-577-1761,2021-03-05,37.6234760528,127.2613672864
안양시,삼막사,경기도 안양시 만안구 삼막로 478,031-472-3101,2021-03-05,37.4346097296,126.9361430665
군포시,수리사,경기도 군포시 속달로 347-181,031-438-1823,2021-03-05,37.3541016692,126.8964468265
과천시,연주암,경기도 과천시 자하동길 63,02-502-3234,2021-03-05,37.4413811285,126.9657101005
안양시,망해암,경기도 안양시 만안구 임곡로 245,031-443-5559,2021-03-05,37.4116582196,126.9262129124
안양시,안양사,경기도 안양시 만안구 예술공원로131번길 103,031-471-4848,2021-03-05,37.4226358638,126.9241513602
군포시,용진사,경기도 군포시 수리산로 81-94,031-394-6029,2021-03-05,37.3552653751,126.9109358796
안성시,국사암과 궁예미륵,경기도 안성시 삼죽면 텃곳실 80-100,031-672-3130,2021-03-05,,
고양시,한미산흥국사약사전,경기도 고양시 덕양구 흥국사길 82,031-8075-3388,2021-03-05,37.6637233732,126.9399361510
양주시,석굴암,경기도 양주시 장흥면 석굴암길 519,031-826-3573,2021-03-05,37.6957224527,126.9942101620
의정부시,미륵암,경기도 의정부시 고산로 65번길 94,031-841-8001,2021-03-05,37.7322905250,127.1001394569
부천시,웅진플레이도시,경기도 부천시 원미구 조마루로 2,031-1577-5773,2021-03-05,37.4998690980,126.7442661118
여주시,썬밸리워터파크,경기도 여주시 강변유원지길 45,031-880-3889,2021-03-05,37.2931013454,127.6610453985
이천시,테르메덴,경기도 이천시 모가면 사실로 988,031-645-2000,2021-03-05,37.1977308808,127.4463182188
여주시,여주참숯마을,경기도 여주시 강천면 걸촌동길 38,031-886-1119,2021-03-05,37.2887616984,127.6991685260
포천시,일동용암천,경기도 포천시 일동면 수입로 46,031-536-4600,2021-03-05,37.9742748004,127.3261489120
포천시,일동제일유황온천,경기도 포천시 일동면 화동로 1210,031-536-6000,2021-03-05,37.9675908676,127.3286465705
여주시,여주온천,경기도 여주시 강천면 강문로 864,031-885-4800,2021-03-05,37.2711784147,127.7275117909
고양시,원마운트 워터파크,경기도 고양시 일산서구 한류월드로 300 (대화동),031-1566-2232,2021-03-05,37.6645540055,126.7545272288
파주시,일산황토마루한증막,경기도 파주시 오도로130번길 37,031-943-0990,2021-03-05,37.7522610745,126.7183675572
용인시,손골성지,경기도 용인시 수지구 동천로437번길 67,031-263-1242,2021-03-05,37.3444105973,127.0523825166
안양시,천주교호평교회,경기도 안양시 동안구 전파로95번길 16,031-454-3004,2021-03-05,37.3904956597,126.9435228908
하남시,구산성지,경기도 하남시 미사강변북로 99,031-792-8540,2021-03-05,37.5722455587,127.1887830711
화성시,수촌감리교회,경기도 화성시 장안면 수촌큰말길 32,031-351-2161,2021-03-05,37.1045348910,126.8541136060
화성시,남양성모성지,경기도 화성시 남양읍 남양성지로 112,031-356-5880,2021-03-05,37.2064279445,126.8168689179
용인시,은이성지,경기도 용인시 처인구 양지면 은이로 182,031-338-1702,2021-03-05,37.2159053406,127.2777713469
의왕시,천주교 하우현성당,경기도 의왕시 원터아랫길 81-6,031-426-8921,2021-03-05,37.3959747759,127.0237413257
안성시,죽산성지,경기도 안성시 일죽면 종배길 115,031-676-6701,2021-03-05,37.0749675594,127.4493973888
안성시,구포동성당,경기도 안성시 혜산로 33,031-672-0701,2021-03-05,37.0114734296,127.2740515552
용인시,코코몽 에코파크,경기도 용인시 수지구동천로 581 (고기동 272번지),031-1661-0568,2021-03-05,37.3544055061,127.0520070112
용인시,공룡테마파크 다이노스타,경기도 용인시 수지구동천로593(고기동257-4),031-1661-2050,2021-03-05,37.3561815724,127.0520980815
안성시,안성 팜랜드,경기도 안성시 공도읍 대신두길 28,031-8053-7979,2021-03-05,36.9920854519,127.1944218309
파주시,하니랜드,경기도 파주시 조리읍 장곡로 218,031-945-2250,2021-03-05,37.7501689514,126.8357386608
과천시,서울대공원,경기도 과천시 대공원광장로 102,02-500-7335,2021-03-05,37.4364431708,127.0141028429
과천시,서울랜드,경기도 과천시 광명로 181,02-509-6000,2021-03-05,37.4365017609,127.0240724311
부천시,아인스월드,경기도 부천시 원미구 도약로 1,02-1544-2767,2021-03-05,37.5131520747,126.7452297663
안산시,대부바다향기테마파크,경기도 안산시 단원구 대부북동 1841-10,031-481-3409,2021-03-05,37.2862758303,126.5745514710
양주시,송추유원지,경기도 양주시 장흥면 울대리,,2021-03-05,,
양주시,두리랜드,경기도 양주시 장흥면 권율로 120,031-855-8515,2021-03-05,37.7246380771,126.9501670543
고양시,흥국사,경기도 고양시 덕양구 흥국사길 82 (지축동),02-381-7970,2021-03-05,37.6637233732,126.9399361510
양평군,묘각사,경기도 양평군 서종면 약수터길 83,031-771-5737,2021-03-05,37.6126822973,127.4477662618
남양주시,능내역,경기도 남양주시 조안면 다산로 566-5,,2021-03-05,37.5235630636,127.2961348999
안산시,안산패션일번가,경기도 안산시 단원구 화랑로 312 (고잔동817) 안산문화광장,,2021-03-05,37.3198931510,126.8229310131
양평군,쉬자파크,경기도 양평군 양평읍 쉬자파크길 193,031-770-1009,2021-03-05,37.5112234128,127.5331987724
가평군,꿈의동산,경기도 가평군 청평면 에덴벚꽃길 189,031-581-0515,2021-03-05,37.7833337363,127.4837601833
용인시,용인 와우정사,경기도 용인시 해곡동 224-4,031-339-0101,2021-03-05,37.1947813214,127.2766430734
용인시,용인 와우정사,경기도 용인시 해곡동 224-4,031-339-0101,2021-03-05,37.1947813214,127.2766430734
용인시,용인 와우정사,경기도 용인시 해곡동 224-4,031-339-0101,2021-03-05,37.1947813214,127.2766430734
성남시,망경암,경기도 성남시 수정구 태평로55번길 72,031-753-3090,2021-03-05,37.4535514314,127.1371980910
김포시,문수사,경기도 김포시 월곶면 성동리 산 37,031-989-6897,2021-03-05,,
남양주시,봉영사,경기도 남양주시 진접읍 내각2로 84-77,031-571-0555,2021-03-05,37.7125581399,127.1596968103
남양주시,불암사,경기도 남양주시 불암산로 190,031-527-8345,2021-03-05,37.6588698484,127.1006582777
고양시,아미타사(구 덕암사),경기도 고양시 덕양구 대서문길 145-63,,2021-03-05,37.6561523021,126.9592772706
남양주시,천보사,경기도 남양주시 불암산로 145,031-528-8780,2021-03-05,37.6566065462,127.0950925292
평택시,자비사,경기도 평택시 팽성읍 동서촌로 137,031-691-8559,2021-03-05,36.9656266899,127.0665178183
의왕시,백운사,경기도 의왕시 왕곡로 323,031-452-8580,2021-03-05,37.3499125722,127.0078865806
파주시,용암사,경기도 파주시 광탄면 혜음로 742-28,031-940-5831,2021-03-05,37.7537828496,126.8651076027
화성시,봉림사,경기도 화성시 남양읍 주석로80번길 139,031-356-9117,2021-03-05,37.2058056260,126.8455434099
이천시,영월암,경기도 이천시 경충대로2709번길 388 영월암,031-635-3457,2021-03-05,37.2813814770,127.4155641362
포천시,흥룡사,경기도 포천시 이동면 포화로 236-73,031-535-7363,2021-03-05,38.0715638068,127.4103429199
의왕시,청계사,경기도 의왕시 청계로 475,031-426-2348,2021-03-05,37.4120725443,127.0348717747
양평군,상원사,경기도 양평군 용문면 상원사길 292,031-773-4634,2021-03-05,37.5485775848,127.5531286630
화성시,용주사,경기도 화성시 용주로 136,031-234-0040,2021-03-05,37.2117829498,127.0056181833
여주시,신륵사,경기도 여주시 여주읍 신륵사길 73,031-885-2505,2021-03-05,37.2974205240,127.6599488660
이천시,연화정사,경기도 이천시 설성면 자석로14번길 157,031-643-6441,2021-03-05,37.1643848229,127.5593574634
파주시,용상사,경기도 파주시 월롱면 용상골길 403 월롱산용상사,031-945-4489,2021-03-05,37.7982202531,126.7662823640
파주시,검단사,경기도 파주시 탄현면 필승로 292-33,031-940-5831,2021-03-05,37.7692492632,126.6862042519
의정부시,석림사,경기도 의정부시 동일로122번길 177,031-872-5110,2021-03-05,37.7011921417,127.0662634651
여주시,흥왕사,경기도 여주시 북내면 당전로 345-4,031-882-0631,2021-03-05,37.3476109490,127.7060078813
군포시,상연사,경기도 군포시 수리산로 81-6,031-395-5161,2021-03-05,37.3613227475,126.9127743792
안성시,청룡사,경기도 안성시 서운면 청룡길 140,031-672-9103,2021-03-05,36.9138918749,127.2887767515
가평군,백련사,경기도 가평군 상면 샘골길 159-50,031-585-3853,2021-03-05,37.7841131711,127.3496152301
군포시,법해사,경기도 군포시 산본로 240,031-394-7253,2021-03-05,37.3561325810,126.9410440873
양주시,대승사,경기도 양주시 장흥면 권율로 420-4,031-855-5035,2021-03-05,37.7451701971,126.9599242419
연천군,열쇠전망대,경기도 연천군 신서면 동내로 1375-1,031-839-2063,2021-03-05,38.1553190636,127.1442038819
파주시,통일촌장단콩마을,경기도 파주시 군내면 통일촌길 64,031-953-7600,2021-03-05,37.9107168327,126.7333027437
연천군,신탄리역 경원선,경기도 연천군 신서면 고대산길 4,031-1544-7788,2021-03-05,38.2128123543,127.1389780268
동두천시,자유수호평화박물관,경기도 동두천시 평화로 2910번길 96-63,031-860-3330,2021-03-05,37.9424904530,127.0660895725
여주시,썬밸리워터파크,경기도 여주시 강변유원지길 45,031-880-3889,2021-03-05,37.2931013454,127.6610453985
동두천시,노르웨이참전기념비,경기도 동두천시 평화로 2910번길 96-63,031-860-3330,2021-03-05,37.9424904530,127.0660895725
김포시,애기봉전망대(출입통제),경기도 김포시 하성면 평화공원로 139,031-980-2480,2021-03-05,37.7432504118,126.5940652546
파주시,임진각관광지,경기도 파주시 문산읍 임진각로 148-53,031-953-4744,2021-03-05,37.8904296618,126.7403709312
가평군,뉴질랜드전투기념비,경기도 가평군 북면 목동리 691-1,031-580-2066,2021-03-05,37.8957571925,127.5596572651
파주시,자유의다리,경기도 파주시 문산읍 마정리 1297-16,031-940-4354,2021-03-05,37.8906881924,126.7391832352
파주시,한미해병참전비,경기도 파주시 조리읍 장곡리 산 75-1,031-940-4391,2021-03-05,37.7346527646,126.8312640028
연천군,열쇠전망대,경기도 연천군 신서면 동내로 1375-1,031-839-2063,2021-03-05,38.1553190636,127.1442038819
동두천시,노르웨이참전기념비,경기도 동두천시 평화로 2910번길 96-63,031-860-3330,2021-03-05,37.9424904530,127.0660895725
연천군,신탄리역 경원선,경기도 연천군 신서면 고대산길 4,031-1544-7788,2021-03-05,38.2128123543,127.1389780268
파주시,오두산통일전망대,경기도 파주시 탄현면 필승로 369,031-945-3171,2021-03-05,37.7730255944,126.6771018353
파주시,해마루촌,경기도 파주시 진동면 해마루길 111,***-****-****,2021-03-05,37.9259174697,126.7871458509
파주시,도라전망대,경기도 파주시 장단면 제3땅굴로 310,031-954-0303,2021-03-05,37.9089054894,126.7048144148
파주시,경기평화센터,경기도 파주시 문산읍 임진각로 148-53,031-952-2167,2021-03-05,37.8904296618,126.7403709312
동두천시,벨기에·룩셈부르크참전기념탑,경기도 동두천시 상봉암동 13,,2021-03-05,37.9461579429,127.0652041835
파주시,도라산평화공원,경기도 파주시 장단면 제3땅굴로 310,031-953-4854,2021-03-05,37.9089054894,126.7048144148
연천군,임진강 평화습지원,경기도 연천군 중면 횡산리 186,031-839-2114,2021-03-05,38.1207701389,126.9886726551
안성시,칠장사,경기도 안성시 죽산면 칠장로 399-18,031-673-0776,2021-03-05,37.0263280823,127.3967906373
포천시,포천 아트밸리?,경기도 포천시 신북면 아트밸리로 234,,2021-03-05,37.9234463151,127.2364959881
포천시,포천 아트밸리,경기도 포천시 신북면 아트밸리로 234,,2021-03-05,37.9234463151,127.2364959881
포천시,포천 아트밸리,경기도 포천시 신북면 아트밸리로 234,,2021-03-05,37.9234463151,127.2364959881
포천시,포천 아트밸리,경기도 포천시 신북면 아트밸리로 234,,2021-03-05,37.9234463151,127.2364959881
파주시,제3땅굴,경기도 파주시 군내면 제3땅굴로 210-358,031-954-0303,2021-03-05,37.9163762153,126.6991296126
용인시,화운사,경기도 용인시 처인구 동백죽전대로 111-14,031-337-2576,2021-03-05,37.2534434104,127.1612991624
양주시,육지장사,경기도 양주시 백석읍 기산로471번길 190,031-871-0101,2021-03-05,37.7836627236,126.9438474264
포천시,자인사,경기도 포천시 영북면 산정호수로 808,031-532-6141,2021-03-05,38.0736162400,127.3273505883
김포시,금정사,경기도 김포시 승가로 125,031-984-3235,2021-03-05,37.6074259543,126.7085449684
남양주시,석천암,경기도 남양주시 불암산로 175,031-527-8988,2021-03-05,37.6573400576,127.1013920554
고양시,국녕사,경기도 고양시 덕양구 대서문길 268,02-387-0743,2021-03-05,37.6469908668,126.9623703049
남양주시,내원암,경기도 남양주시 별내면 순화궁로909번길 104,031-841-8794,2021-03-05,37.7003303022,127.0873112062
가평군,현등사,경기도 가평군 조종면 현등사길 34,031-585-0707,2021-03-05,37.8705872565,127.3310431286
안성시,운수암,경기도 안성시 양성면 성하길 80-63,031-673-7372,2021-03-05,37.0361987088,127.1697214213
남양주시,봉선사,경기도 남양주시 진접읍 봉선사길 32,031-527-1951,2021-03-05,37.7463975465,127.1836284111
수원시,수원사(용주사수원포교당),경기도 수원시 팔달구 수원천로 300,031-245-9670,2021-03-05,37.2802080407,127.0187638621
고양시,상운사,경기도 고양시 덕양구 대서문길 197-22,02-387-4731,2021-03-05,37.6565054817,126.9695687645
남양주시,수종사,경기도 남양주시 조안면 북한강로433번길 186,031-576-8411,2021-03-05,37.5711477923,127.3026412617
하남시,지장사,경기도 하남시 하남대로6번길 16 (상산곡동),031-796-2037,2021-03-05,37.4776302126,127.2412474645
부천시,석왕사,경기도 부천시 원미구 소사로 367,032-663-7771,2021-03-05,37.4912242537,126.7936392706
오산시,보적사,경기도 오산시 독산성로269번길 144,031-372-3433,2021-03-05,37.1836182557,127.0197829412
평택시,서천사,경기도 평택시 고덕면 방축4길 22-49,031-663-8250,2021-03-05,37.0157620553,127.0441779675
이천시,영보사,경기도 이천시 마장면 서이천로 481-77,031-636-9904,2021-03-05,37.2665204670,127.3967231458
남양주시,리치플러스스파,경기도 남양주시 경춘로1350번길 35,031-559-6200,2021-03-05,37.6503430390,127.2432113974
파주시,숯굽는마을,경기도 파주시 광탄면 부흥로519번길 46-76,031-941-2356,2021-03-05,37.8129110814,126.9052736197
포천시,신북리조트 스프링폴,경기도 포천시 신북면 청신로 571,031-536-5025,2021-03-05,37.9742518697,127.1044208795
파주시,가야랜드,경기도 파주시 법원읍 사임당로 674,031-959-9100,2021-03-05,37.8512496984,126.8567251644
파주시,청도훼미리랜드,경기도 파주시 문산읍 문산역로 107,031-953-6600,2021-03-05,37.8557761958,126.7866623833
김포시,약암홍염천,경기도 김포시 대곶면 약암로 965-7,031-989-7000,2021-03-05,37.6385686122,126.5522797507
성남시,이일천랜드,경기도 성남시 중원구 사기막골로105번길 25 (상대원동),031-737-6000,2021-03-05,37.4404884338,127.1735598142
안성시,건강나라,경기도 안성시 죽산면 죽양대로 136-16,031-674-8253,2021-03-05,37.0935580970,127.4369507105
수원시,수원온수골온천,경기도 수원시 권선구 동수원로 232,031-221-4277,2021-03-05,37.2502552995,127.0346956315
안양시,안양워터랜드,경기도 안양시 만안구 예술공원로 153-32,031-474-5555,2021-03-05,37.4196961966,126.9239026411
화성시,왕림성당,경기도 화성시 봉담읍 왕림1길 67,031-227-2811,2021-03-05,37.1958102147,126.9331914902
이천시,천주교어농성지,경기도 이천시 모가면 어농리,031-636-4061,2021-03-05,,
양평군,양근성지,경기도 양평군 양평읍 물안개공원길 37,031-775-3357,2021-03-05,37.5000034327,127.4750198493
안성시,미리내성지,경기도 안성시 양성면 미리내 성지로 420,031-674-1256,2021-03-05,37.1484251970,127.2591407612
용인시,에버랜드,경기도 용인시 처인구 포곡읍 에버랜드로 199,031-320-5000,2021-03-05,37.2899600847,127.2165861660
김포시,현대유람선(아라뱃길),경기도 김포시 고촌읍 아라육로270번길 74 아라 김포여객터미널,032-882-5555,2021-03-05,37.5974984160,126.7871303925
남양주시,남양주유기농테마파크,경기도 남양주시 조안면 북한강로 881,031-560-1471,2021-03-05,37.5956288005,127.3383842270
용인시,용인농촌테마파크,경기도 용인시 처인구 원삼면 농촌파크로 80-1,031-324-4053,2021-03-05,37.1710136889,127.2971196591
파주시,한립토이뮤지엄,경기도 파주시 탄현면 헤이리마을길 25,031-957-8470,2021-03-05,37.7879879149,126.6967992601
용인시,한국민속촌,경기도 용인시 기흥구 민속촌로 90,031-288-4000,2021-03-05,37.2609194665,127.1208130464
여주시,금은모래 캠핑장,경기도 여주시 강변유원지길 105,031-880-4095,2021-03-05,37.2930661916,127.6669008963
용인시,와우정사,경기도 용인시 처인구 해곡로 25-15,031-332-2472,2021-03-05,37.1940383962,127.2784439056
포천시,원통사,경기도 포천시 일동면 화동로 738-1,031-536-3818,2021-03-05,37.9325110172,127.3216500212
하남시,선법사,경기도 하남시 서하남로588번길 125,031-792-2654,2021-03-05,37.5179895820,127.2086760301
용인시,용인문수산법륜사,경기도 용인시 처인구 원삼면 농촌파크로 126,031-332-5703,2021-03-05,37.1698092325,127.2991391452
평택시,심복사,경기도 평택시 현덕면 심복사길 22,031-682-5588,2021-03-05,36.9504785158,126.9659686702
화성시,신흥사,경기도 화성시 서신면 신흥사길 17-34,031-357-2695,2021-03-05,37.1930163918,126.7097929756
이천시,영원사,경기도 이천시 백사면 원적로869번길 309-52,031-632-4404,2021-03-05,37.3543287385,127.4633814092
포천시,왕산사,경기도 포천시 호병골길 193,031-533-3245,2021-03-05,37.8993450968,127.1717825413
용인시,용덕사,경기도 용인시 처인구 이동읍 이원로 471-41,031-332-0426,2021-03-05,37.1701107425,127.2450031019
양평군,용문사,경기도 양평군 용문면 용문산로 782,031-773-3797,2021-03-05,37.5502360275,127.5704624053
화성시,만의사,경기도 화성시 동탄면 풀무골로 219,031-376-6005,2021-03-05,37.2095297457,127.1498311664
여주시,대성사(여주),경기도 여주시 금사면 발림길 89-47,031-882-9846,2021-03-05,37.3908129315,127.5116360008
의정부시,회룡사,경기도 의정부시 전좌로155번길 262,031-873-3391,2021-03-05,37.7200077125,127.0276541826
김포시,광은사,경기도 김포시 대곶면 약암리 183,031-982-2796,2021-03-05,37.6292389058,126.5704004716
구리시,대성암,경기도 구리시 아천동 산 40-6,02-457-5500,2021-03-05,37.5634260957,127.1116855147
안양시,염불암,경기도 안양시 만안구 예술공원로245번길 150,031-471-2300,2021-03-05,37.4282830679,126.9344499298
양주시,백화암,경기도 양주시 백화암길 191,031-840-1582,2021-03-05,37.7945614110,127.0267937387
남양주시,견성암,경기도 남양주시 진건읍 송능리 산 3,031-573-8900,2021-03-05,37.6728553346,127.2187224797
