시군구,구,기관명,기관담당자,연락처,주차장 주소,건물명(주차장명),위치정보,주차장 유형,위도,경도,개방시간_0212(목),개방시간_0213(금),개방시간_0214(토),개방시간_0215(일),참고사항,상시(업무시간) 무료개방여부,
성남시,수정구,성남도시개발공사,이철훈,031-725-9447,경기도 성남시 수정구 양지로 4,양지제2,해당주소지,노외,37.45541918,127.160858,종일개방,종일개방,종일개방,미개방(정상운영),장애인전용:4,X,
성남시,수정구,성남도시개발공사,이철훈,031-725-9447,경기도 성남시 수정구 남문로52번길 9-9,태평공영,해당주소지,노외,37.4450776,127.13322,종일개방,종일개방,종일개방,미개방(정상운영),장애인전용:4,X,
성남시,수정구,성남도시개발공사,이철훈,031-725-9447,경기도 성남시 수정구 공원로 411,태평4동제1,해당주소지,노외,37.4471591,127.1441443,종일개방,종일개방,종일개방,미개방(정상운영),장애인전용:4,X,
성남시,수정구,성남도시개발공사,이철훈,031-725-9447,경기도 성남시 수정구 남문로112번길 16 인근,태평2동제1,해당주소지,노외,37.4461485,127.1394506,종일개방,종일개방,종일개방,미개방(정상운영),장애인전용:4,X,
성남시,수정구,성남도시개발공사,이철훈,031-725-9447,경기도 성남시 수정구 단대동 100-1,희망로,해당주소지,노외,37.44882015,127.1558329,종일개방,종일개방,종일개방,미개방(정상운영),장애인전용:4,X,
성남시,중원구,성남도시개발공사,김제흥,031-710-3823,경기도 성남시 중원구 광명로 366,금광공영,해당주소지,노외,37.4462361,127.1665088,종일개방,종일개방,종일개방,미개방(정상운영),장애인전용:4,X,
성남시,중원구,성남도시개발공사,김제흥,031-710-3823,경기도 성남시 중원구 금빛로112번길 35,은행1동제2,해당주소지,노외,37.45305802,127.1689756,종일개방,종일개방,종일개방,미개방(정상운영),장애인전용:4,X,
성남시,중원구,성남도시개발공사,김제흥,031-710-3823,경기도 성남시 중원구 은행로 9,은행2동제3,해당주소지,노외,37.4548283,127.1631391,종일개방,종일개방,종일개방,미개방(정상운영),장애인전용:4,X,
성남시,중원구,성남도시개발공사,김제흥,031-710-3823,경기도 성남시 중원구 순환로379번길 19,은행2동제4,해당주소지,노외,37.4566133,127.172087,종일개방,종일개방,종일개방,미개방(정상운영),장애인전용:4,X,
성남시,중원구,성남도시개발공사,김제흥,031-710-3823,경기도 성남시 중원구 자혜로17번길 44-7,은행제6,해당주소지,노외,37.4537383,127.1635558,종일개방,종일개방,종일개방,미개방(정상운영),장애인전용:2,X,
성남시,중원구,성남도시개발공사,김제흥,031-710-3823,경기도 성남시 중원구 은행로32번길 5,은행제7,해당주소지,노외,37.4546658,127.1650013,종일개방,종일개방,종일개방,미개방(정상운영),장애인전용:4,X,
성남시,중원구,성남도시개발공사,김제흥,031-710-3823,경기도 성남시 중원구 은이로16번길 10,은행제8,해당주소지,노외,37.4565646,127.1652956,종일개방,종일개방,종일개방,미개방(정상운영),장애인전용:5,X,
성남시,중원구,성남도시개발공사,김제흥,031-710-3823,경기도 성남시 중원구 은이로63번길 8,은행제9,해당주소지,노외,37.456467,127.1697353,종일개방,종일개방,종일개방,미개방(정상운영),장애인전용:4,X,
성남시,중원구,성남도시개발공사,김제흥,031-710-3823,경기도 성남시 중원구 광명로256번길 36,중앙동제2,해당주소지,노외,37.44013985,127.1568025,종일개방,종일개방,종일개방,미개방(정상운영),장애인전용:4,X,
성남시,중원구,성남도시개발공사,김제흥,031-710-3823,경기도 성남시 중원구 광명로242번길 20,중앙동제4,해당주소지,노외,37.4407535,127.1543585,종일개방,종일개방,종일개방,미개방(정상운영),장애인전용:4,X,
성남시,중원구,성남도시개발공사,김제흥,031-710-3823,경기도 성남시 중원구 광명로194번길 28,중앙동제5,해당주소지,노외,37.4372326,127.1509354,종일개방,종일개방,종일개방,미개방(정상운영),장애인전용:4,X,
성남시,중원구,성남도시개발공사,김제흥,031-710-3823,경기도 성남시 중원구 둔촌대로 10,대원천,해당주소지,노외,37.4300405,127.1205135,종일개방,종일개방,종일개방,미개방(정상운영),장애인전용:4,X,
성남시,중원구,성남도시개발공사,김제흥,031-710-3823,경기도 성남시 중원구 자혜로 72번길 9,자혜공영,해당주소지,노외,37.4505513,127.167737,종일개방,종일개방,종일개방,미개방(정상운영),장애인전용:4,X,
