업종명,업소명,소재지(도로명),소재지전화
일반음식점,자매식당,"경기도 하남시 산곡동로 99, 1층 (하산곡동)",031 -795 -1885
일반음식점,불티나,"경기도 하남시 수리북로 16-1, 1층 (덕풍동)",
일반음식점,불스 떡볶이 하남신장덕풍점,"경기도 하남시 신장1로9번길 43-9, 1층 (신장동)",031 -796 -5138
일반음식점,어사출또 하남미사점,"경기도 하남시 미사강변대로226번길 27, 미사강변주차타워 1층 (망월동)",031 -794 -3401
일반음식점,봉봉키즈 하남미사,"경기도 하남시 미사강변대로226번길 9, 송하빌딩 3층 301호 (망월동)",
일반음식점,홍어나라,"경기도 하남시 수리북로 16, 지하1층 (덕풍동)",
일반음식점,굴뚝집,"경기도 하남시 미사강변한강로334번길 6, 1층 (망월동)",070 -7612-6412
일반음식점,수벨사포,"경기도 하남시 미사강변한강로158번길 138, 1층 (망월동)",031 -794 -0708
일반음식점,광나루,"경기도 하남시 신장로 169-1, 1층 (덕풍동)",031 -794 -0708
일반음식점,두끼떡볶이,"경기도 하남시 미사강변중앙로 218, 성산타워 2층 204호 (망월동)",031 -795 -2273
일반음식점,수정이네,"경기도 하남시 하남대로802번길 60, 1층 (신장동)",031 -794 -8433
일반음식점,자연魚시장,"경기도 하남시 아리수로 570, 미사역 효성해링턴 타워 더 퍼스트 1층 1016호 (망월동)",031 -791 -1016
일반음식점,옥루,"경기도 하남시 미사강변한강로220번길 52, 1층 (망월동)",031 -793 -5521
일반음식점,미스터깐풍 미사점,"경기도 하남시 미사강변중앙로 218, 성산타워 1층 102호 (망월동)",
일반음식점,치킨마루 하남신장점,"경기도 하남시 하남대로784번길 10, 1층 (신장동)",031 -791 -9958
일반음식점,"오늘,와인한잔 하남 미사점","경기도 하남시 아리수로 570, 미사역 효성해링턴 타워 더 퍼스트 1층 1027호 (망월동)",031 -699 -9459
일반음식점,만경 두부마을,"경기도 하남시 하남대로 187, 1층 (상산곡동)",031 -793 -4207
일반음식점,미사 실내포차,"경기도 하남시 미사강변한강로346번길 18, 1층 (망월동)",
일반음식점,해물의신,"경기도 하남시 미사강변중앙로 173, 미사 리버에비뉴 1층 120호 (망월동)",031 -796 -7906
일반음식점,지성푸드,"경기도 하남시 미사강변한강로158번길 96, 1층 (망월동)",031 -792 -0208
일반음식점,보노,"경기도 하남시 미사강변중앙로 181, 2층 218,219호 (망월동)",031 -791 -2825
일반음식점,하남추어매운탕,"경기도 하남시 미사강변한강로 290-3, 미사강변도시씨3단지 1층 135호 (망월동)",031 -794 -6864
일반음식점,그리드채플린 미사점,"경기도 하남시 미사강변동로 85, 힐스테이트 에코 미사 3층 311, 312호 (망월동)",031 -795 -6202
일반음식점,김가네김밥,"경기도 하남시 미사강변서로 25, 미사 테스타타워 지식산업센터 지하 1층 RB103호 (풍산동)",031 -5175-6868
일반음식점,쁘띠씨엘로,"경기도 하남시 미사강변한강로 290-3, 미사강변도시씨3단지 1층 110호 (망월동)",
일반음식점,현's 푸드,"경기도 하남시 덕풍남로 4, 1층 (덕풍동)",031 -796 -4941
일반음식점,마라연구소,"경기도 하남시 미사강변중앙로 220, 우성미사타워 2층 205-2호 (망월동)",031 -792 -7284
일반음식점,오 유니통닭,"경기도 하남시 아리수로 570, 미사역 효성해링턴 타워 더 퍼스트 1층 1026호 (망월동)",
일반음식점,빅보울,"경기도 하남시 덕풍서로 70, 하남풍산지구 이마트 1층 (덕풍동)",
일반음식점,마니 땡겨,"경기도 하남시 신장로136번길 7, 2층 (덕풍동)",
일반음식점,하얀곰,"경기도 하남시 서하남로 571, 1, 2층 (교산동)",031 -792 -5882
일반음식점,이태리함박육쌀국수 이마트하남점,"경기도 하남시 덕풍서로 70, 하남풍산지구 이마트 1층 (덕풍동)",02  -6494-1236
일반음식점,참치야,"경기도 하남시 미사강변동로 85, 힐스테이트 에코 미사 1층 124호 (망월동)",031 -795 -7953
일반음식점,소반상,"경기도 하남시 미사강변한강로334번길 27, 1층 (망월동)",031 -699 -9595
일반음식점,고메 에비뉴(Gourmet Ave),"경기도 하남시 미사강변대로54번길 59, 미사센트럴타워 1층 105호 (풍산동)",031 -796 -7915
일반음식점,찜닭먹는 즐거움,"경기도 하남시 미사강변중앙로111번안길 49, 1층 (풍산동)",031 -791 -9982
일반음식점,정다운한식부페,"경기도 하남시 미사강변한강로220번길 7, 1층 (망월동)",
일반음식점,홀덤 클라쓰,"경기도 하남시 미사강변대로226번안길 25, 디럭스프라자1 2층 203호 (망월동)",
일반음식점,두촌가마솥밥,"경기도 하남시 덕풍서로 70, 하남풍산지구 이마트 1층 (덕풍동)",
일반음식점,해궁마당,"경기도 하남시 하남대로 1043-28, 2층 204호 (풍산동)",031 -792 -0983
일반음식점,나무엔카페,"경기도 하남시 학암로10번길 6, 1층 (학암동)",02  -476 -7720
일반음식점,다미가한식부페,"경기도 하남시 초광로 177, 1층 (초이동)",02  -442 -3227
일반음식점,나도람키친 하남1호점,"경기도 하남시 신장로76번길 32, 1층 (신장동)",031 -792 -9292
일반음식점,맨하탄슈퍼 미사중앙점,"경기도 하남시 미사강변중앙로 164, 미타워 1층 111호 (망월동)",031 -796 -2234
일반음식점,바(bar)365,"경기도 하남시 미사강변중앙로204번길 45, 성산타워플러스 6층 604호 (망월동)",031 -792 -0365
일반음식점,훈마루,"경기도 하남시 미사강변대로34번길 82, 골드프라자 2층 201~204, 208호 (풍산동)",031 -791 -3121
일반음식점,보드람치킨 미사강변점,"경기도 하남시 아리수로 570, 미사역 효성해링턴 타워 더 퍼스트 1층 1025호 (망월동)",031 -792 -2932
일반음식점,죽 이야기 미사역점,"경기도 하남시 미사강변동로 125, 미사푸르지오시티 A동 1층 111호 (망월동)",031 -794 -6233
일반음식점,토모루,"경기도 하남시 미사강변북로30번길 106, 1층 (망월동)",031 -793 -3599
일반음식점,맥주고래,"경기도 하남시 미사강변한강로334번길 15, 1층 (망월동)",031 -795 -8257
일반음식점,큰맘할매순대국 미사역점,"경기도 하남시 미사강변동로 125, 미사푸르지오시티 A동 1층 108호 (망월동)",031 -792 -5955
일반음식점,설봉푸드,"경기도 하남시 학암로10번길 11, 1층 (학암동)",
일반음식점,송하정 참치,"경기도 하남시 미사강변중앙로 218, 성산타워(M city) 1층 105호 (망월동)",070 -7779-9482
일반음식점,하즈카츠 고베카레,"경기도 하남시 덕풍서로 70, 하남풍산지구 이마트 1층 (덕풍동)",
일반음식점,주방류,"경기도 하남시 덕풍서로 70, 하남풍산지구 이마트 1층 (덕풍동)",
일반음식점,금강식당,"경기도 하남시 초광로46번길 52-8, 1층 (광암동)",
일반음식점,misty 2019(미스티 2019),"경기도 하남시 미사강변한강로 30-1, 리버스위트 칸타빌 207동 1층 106호 (선동)",031 -699 -8992
일반음식점,감탄밥상 미사점,"경기도 하남시 미사강변한강로220번길 43, 1층 (망월동)",031 -792 -4410
일반음식점,더불닭,"경기도 하남시 미사강변한강로 290-3, 미사강변도시씨3단지 상가동 1층 113호 (망월동)",031 -793 -0150
일반음식점,RO푸드,"경기도 하남시 미사강변중앙로 189, 에코브리지2 1층 115호 (망월동)",031 -796 -9006
일반음식점,RiuRiu(리우리우),"경기도 하남시 미사강변한강로354번길 20-1, 오로라하우스 1층 (망월동)",
일반음식점,디오 베네디또,"경기도 하남시 초광로 175, 1층 (초이동)",02  -441 -3927
일반음식점,군산오징어(하남시청점),"경기도 하남시 하남대로 747, 하남두산위브파크 1층 133,134호 (신장동)",031 -795 -3335
일반음식점,푸짐한 푸드,"경기도 하남시 서하남로451번길 118, 1층 (춘궁동)",
일반음식점,미카도스시 미사강변점,"경기도 하남시 아리수로 570, 미사역 효성해링턴 타워 더 퍼스트 1층 1085,1086호 (망월동)",031 -8028-1555
일반음식점,백년족발,"경기도 하남시 수리북로 22-1, 1,2층 (덕풍동)",031 -796 -7892
일반음식점,역전우동0410 미사강변중앙점,"경기도 하남시 미사강변중앙로 219, 레이크힐 1층 103호 (망월동)",031 -796 -0410
일반음식점,수유리우동집 하남시청점,"경기도 하남시 대청로 15, 오피스텔트레벨 1층 110호 (신장동)",031 -792 -0666
일반음식점,차고집칡냉면 미사점,"경기도 하남시 미사강변한강로158번안길 11, 1층 (망월동)",031 -793 -2292
일반음식점,고양이부엌하남,"경기도 하남시 미사강변대로 84, 미사탑프라자 1층 112호 (풍산동)",031 -792 -2292
일반음식점,파미에,"경기도 하남시 미사강변중앙로 174, 해링턴타워 레이크파크 2층 216,217호 (망월동)",031 -791 -0830
일반음식점,미정국수0410 미사강변점,"경기도 하남시 미사강변대로226번길 14, 예스프라자 미사 1층 107호 (망월동)",070 -7756-0410
일반음식점,돈까스클럽,"경기도 하남시 미사강변중앙로 174, 해링턴타워 레이크파크 2층 207~211호 (망월동)",031 -793 -5982
일반음식점,꼬지사께,"경기도 하남시 미사강변중앙로 189, 에코브리지2 1층 120호 (망월동)",031 -793 -7848
일반음식점,치킨욜로 미사점,"경기도 하남시 미사강변한강로220번길 51, 1층 (망월동)",031 -791 -9288
일반음식점,풍천장어탕,"경기도 하남시 신장로 206, 1층 (덕풍동)",
일반음식점,스푼스토리 하남미사점,"경기도 하남시 미사강변남로 87, 스타파크 1층 117,118호 (망월동)",031 -792 -3010
일반음식점,B468,"경기도 하남시 미사동로40번길 75-19, 가동 1층 (미사동)",
일반음식점,비에이치씨 미사강변점,"경기도 하남시 미사강변대로226번길 9, 송하빌딩 2층 202호 (망월동)",031 -796 -5757
일반음식점,미가수산,"경기도 하남시 아리수로 570, 미사역 효성해링턴 타워 더 퍼스트 1층 1021,1022호 (망월동)",
일반음식점,천년소나무,"경기도 하남시 서하남로19번길 62, 1층 (감북동)",02  -477 -4272
일반음식점,호정의 식탁,"경기도 하남시 미사강변한강로 290-3, 미사강변도시씨3단지 상가동 1층 102호 (망월동)",031 -791 -0932
일반음식점,낙현횟집,"경기도 하남시 하남대로 1043-28, 104호 (풍산동)",
일반음식점,굿푸드,"경기도 하남시 미사강변서로 25, 미사 테스타타워 지식산업센터 2층 R215~R218호 (풍산동)",
일반음식점,생활맥주(미사수변공원점),"경기도 하남시 미사강변중앙로 218, 성산타워 1층 117호 (망월동)",031 -796 -9806
일반음식점,미리(味利),"경기도 하남시 하남유니온로 70-1, 1층 107호 (신장동)",
일반음식점,오소리,"경기도 하남시 대성로 10, 1층 (항동)",
일반음식점,엔보트카페 하남점,"경기도 하남시 초이로 52, 1층 (초이동)",070 -4131-0301
일반음식점,검단반점,"경기도 하남시 하산곡로 27, 1층 (하산곡동)",031 -795 -1475
일반음식점,용갈집,"경기도 하남시 하남대로802번길 68, 아트빌딩 1층 (신장동)",031 -791 -5052
일반음식점,치요남치킨 하남미사점,"경기도 하남시 미사강변한강로 152, 1층 (망월동)",031 -791 -8253
일반음식점,브롱스 하남미사점,"경기도 하남시 미사강변중앙로204번길 11, 마들렌 3층 303호 (망월동)",031 -791 -5935
일반음식점,라미향마라탕,"경기도 하남시 미사강변중앙로 181, 2층 201호 (망월동)",031 -792 -9196
일반음식점,미남곱창,"경기도 하남시 미사강변중앙로170번길 12, 미사신성타워 1층 105,106호 (망월동)",031 -795 -0293
일반음식점,우미현장식당,<REPLACE>,
일반음식점,인생포차,"경기도 하남시 미사강변중앙로 189, 에코브리지2 1층 121호 (망월동)",031 -796 -4174
일반음식점,꽃누리,경기도 하남시 검단로 71 (하산곡동),
일반음식점,꽃찬찜닭(하남점),"경기도 하남시 미사강변한강로334번길 19-1, 1층 (망월동)",031 -792 -9640
일반음식점,고봉민김밥인 하남미사역점,"경기도 하남시 미사강변동로 72, 에스비비즈타워 1층 101호 (망월동)",031 -791 -8993
일반음식점,서가네기절닭발,"경기도 하남시 미사강변남로 91, 르보아파크 Ⅱ 2층 218호 (망월동)",031 -791 -1357
일반음식점,도야족발 미사하남점,"경기도 하남시 미사강변중앙로204번길 11, 마들렌 1층 105,106호 (망월동)",031 -791 -1250
일반음식점,석관동떡볶이,"경기도 하남시 미사강변대로54번길 121, 연세아란빌딩 1층 103호 (풍산동)",031 -795 -3806
일반음식점,오후다섯시,"경기도 하남시 미사강변중앙로 193, 에코브리지 1층 119호 (망월동)",070 -4159-1234
일반음식점,왕가박스,"경기도 하남시 미사강변한강로 10-1, 미사강변리버뷰자이 상가동 110호 (선동)",
일반음식점,명륜진사갈비 하남스타필드점,"경기도 하남시 신장동로 130, SM 빌딩 1층 (신장동)",031 -795 -0521
일반음식점,막창자부심 하남미사점,"경기도 하남시 미사강변중앙로 218, 성산타워 1층 110호 (망월동)",070 -8877-5273
일반음식점,금수네밥집,"경기도 하남시 신장로136번길 24, 1층 (덕풍동)",031 -793 -0300
일반음식점,써니핸드에프앤비둥둥치킨,"경기도 하남시 대청로116번길 59-3, 꿈동산신안아파트 1층 10호 (창우동)",
일반음식점,햇살품은 파스타,"경기도 하남시 미사강변중앙로 212, 미사강변 안강프라이빗뷰 2층 204호 (망월동)",031 -793 -5558
일반음식점,엘타워식당,"경기도 하남시 조정대로 35, 미사 하우스디 엘타워 지하1층 알비112-1,112-2,112-3호 (풍산동)",031 -5175-4545
일반음식점,설맥 미사점,"경기도 하남시 미사강변중앙로 208, 부강타워 1층 105,106호 (망월동)",031 -792 -7810
일반음식점,무봉리토종순대국(미사점),"경기도 하남시 미사강변동로 82, 서건 미사 메트로타워 2층 206~208호 (망월동)",031 -793 -8849
일반음식점,의로움,경기도 하남시 대청로59번길 50 (신장동),
일반음식점,놀고먹소,"경기도 하남시 미사강변중앙로204번길 45, 성산타워플러스 2층 205-1,206호 (망월동)",070 -7543-4770
일반음식점,신선미 미사리우동(미사리본점),"경기도 하남시 미사강변대로54번길 125, 상아프라자2 1층 101,102호 (풍산동)",031 -792 -3338
일반음식점,일조수산,"경기도 하남시 미사강변한강로 270-1, 미사강변 호반 써밋 1층 1-168호 (망월동)",031 -792 -4052
일반음식점,맛닭꼬,"경기도 하남시 미사강변남로 91, 르보아파크 Ⅱ 1층 111호 (망월동)",031 -796 -9252
일반음식점,사심i,"경기도 하남시 미사강변북로30번안길 27, 1층 (망월동)",070 -8757-1933
일반음식점,분식이이래도되는가(하남풍산점),"경기도 하남시 덕풍북로 70-1, 휴먼시아꽃뫼마을1단지 상가동 1층 102호 (덕풍동)",031 -793 -5777
일반음식점,창우분식,"경기도 하남시 대청로116번길 59-3, 꿈동산신안아파트 1층 3호 (창우동)",031 -792 -5409
일반음식점,별을품은곱창 미사점,"경기도 하남시 아리수로 570, 미사역 효성해링턴 타워 더 퍼스트 1층 1024호 (망월동)",070 -4001-9877
일반음식점,형노가(하남5호점),"경기도 하남시 미사강변중앙로204번길 11, 마들렌 1층 101,102호 (망월동)",031 -796 -2992
일반음식점,유유식당,"경기도 하남시 미사강변한강로 270-1, 미사강변 호반 써밋 1층 1-128호 (망월동)",031 -795 -0799
일반음식점,한우곱창 go,"경기도 하남시 미사강변중앙로111번안길 12, 1층 (풍산동)",031 -795 -8784
일반음식점,테트리스찜닭 하남미사점,"경기도 하남시 미사강변한강로220번길 27, 1층 (망월동)",031 -791 -9530
일반음식점,미사옥,"경기도 하남시 미사강변한강로 290-3, 미사강변도시씨3단지 상가동 2층 207호 (망월동)",031 -792 -7900
일반음식점,거진항,"경기도 하남시 하남대로 747, 하남두산위브파크 1층 122호 (신장동)",031 -794 -1003
일반음식점,케리홈치킨,"경기도 하남시 신장로205번길 27, 1층 104~106호 (덕풍동)",031 -793 -2122
일반음식점,펀비어킹,"경기도 하남시 미사강변중앙로 181, 더퍼스트테라스 1층 121~123호 (망월동)",031 -791 -2258
일반음식점,육쌈냉면 미사점,"경기도 하남시 미사강변중앙로204번길 45, 성산타워플러스 2층 205호 (망월동)",031 -795 -6392
일반음식점,가마치통닭(하남미사역점),"경기도 하남시 미사강변한강로 270-1, 미사강변 호반 써밋 1층 1-195호 (망월동)",031 -699 -6392
일반음식점,곤지암소머리국밥 위례점,"경기도 하남시 위례대로 190, 위례 효성해링턴 타워 1층 143,144호 (학암동)",070 -8233-3332
일반음식점,계경순대국,"경기도 하남시 미사강변대로34번안길 11, 미사스타프라자 2층 205호 (풍산동)",031 -792 -3022
일반음식점,우리가 바라는 삼겹살,"경기도 하남시 하남대로777번길 37, 1층 (신장동)",0504- 458-7474
일반음식점,명륜진사갈비(하남덕풍시장점),"경기도 하남시 신장로 169, 2층 (덕풍동)",031 -792 -9001
일반음식점,온기정 스타필드하남점,"경기도 하남시 미사대로 750, 스타필드 하남 2층 (신장동)",
일반음식점,놀숲 하남신장점,"경기도 하남시 신장로 117-1, 2층 (신장동)",031 -699 -8227
일반음식점,미사리제면소,"경기도 하남시 아리수로 570, 미사역 효성해링턴 타워 더 퍼스트 2층 2062호 (망월동)",
일반음식점,써니네집,<REPLACE>,02  -477 -7071
일반음식점,담금 젤라또,"경기도 하남시 미사강변한강로 290-3, 미사강변도시씨3단지 상가동 1층 128호 (망월동)",
일반음식점,레드컨시,"경기도 하남시 미사강변서로 16, 하우스디스마트밸리 1층 알120호 (풍산동)",
일반음식점,블랜더,"경기도 하남시 미사강변북로30번길 150, 1층 (망월동)",031 -794 -1580
일반음식점,깐부치킨 미사역효성점,"경기도 하남시 아리수로 570, 미사역 효성해링턴 타워 더 퍼스트 1층 1019호 (망월동)",031 -795 -0103
일반음식점,교촌치킨 미사역점,"경기도 하남시 미사강변중앙로 181, 1층 101호, 102호, 103호 (망월동)",031 -793 -1333
일반음식점,남도시골밥상,"경기도 하남시 미사강변서로 25, 미사 테스타타워 지식산업센터 1층 R127,R128호 (풍산동)",031 -791 -3808
일반음식점,에스제이케미칼,"경기도 하남시 서하남로 575, 1층 (교산동)",
일반음식점,미사역점 오투닭갈비부대찌개,"경기도 하남시 미사강변중앙로204번길 22, 미사 마이움 센트럴 아케이드 1층 109,110호 (망월동)",031 -794 -5259
일반음식점,만년닭강정,"경기도 하남시 미사강변동로 70, 더 오페라 1층 106호 (망월동)",031 -793 -2616
일반음식점,오술차 미사역점,"경기도 하남시 미사강변중앙로204번길 45, 성산타워플러스 2층 203호 (망월동)",031 -791 -3808
일반음식점,언니네 꼬마김밥,"경기도 하남시 수리북로 14-1, 지하1층 (덕풍동)",031 -793 -9335
일반음식점,에스지푸드,"경기도 하남시 신장1로 6, 1층 (신장동)",031 -794 -8868
일반음식점,건강밥상,"경기도 하남시 안터로 40-16, 2층 202호 (풍산동)",031 -7956-226
일반음식점,압구정김밥,"경기도 하남시 아리수로 570, 미사역 효성해링턴 타워 더 퍼스트 2층 2040호 (망월동)",031 -793 -0098
일반음식점,소담채한식뷔페,"경기도 하남시 미사강변서로 25, 미사 테스타타워 지식산업센터 2층 R210~R213호 (풍산동)",031 -5175-6606
일반음식점,다미아,"경기도 하남시 하남대로784번안길 5, 1층 (신장동)",
일반음식점,오월.초밥,"경기도 하남시 미사강변대로 52, 미사강변블루 1층 109호 (풍산동)",070 -4114-3230
일반음식점,학보상회,"경기도 하남시 더우개로 45, 1층 (신장동)",031 -795 -3022
일반음식점,코다리와 능이버섯 미사,"경기도 하남시 미사강변동로 121, 더랜드시티 2층 211,212,213호 (망월동)",031 -796 -7988
일반음식점,화랑 해물칼국수,"경기도 하남시 미사강변중앙로 164, 미타워 1층 106호 (망월동)",031 -793 -1419
일반음식점,마음을담은 미사점,"경기도 하남시 미사동로 51-5, 1층 (미사동)",
일반음식점,충무로딜리버리,"경기도 하남시 미사강변대로 38, 위너스프라자 2층 211호 (풍산동)",
일반음식점,고향옥얼큰순대국,"경기도 하남시 미사강변중앙로 174, 해링턴타워 레이크파크 1층 112,113,114호 (망월동)",031 -793 -2288
일반음식점,포호아 Pho hoa,"경기도 하남시 미사강변한강로220번길 32, 1층 (망월동)",031 -699 -8132
일반음식점,건강밥상심마니,"경기도 하남시 아리수로 570, 미사역 효성해링턴 타워 더 퍼스트 3층 3017,3018호 (망월동)",031 -795 -6226
일반음식점,뱁스카페,"경기도 하남시 하남대로 947, 하남테크노밸리 U1 CENTER C동 1층 105호 (풍산동)",
일반음식점,신장양곱창,"경기도 하남시 미사강변남로 131, 퀸즈파크 미사2차 2층 231호 (망월동)",031 -699 -8005
일반음식점,도깨비,"경기도 하남시 하남대로 795, 1층 (신장동)",
일반음식점,최부자네,"경기도 하남시 서하남로 447, 1층 (춘궁동)",
일반음식점,재킨보아즈,"경기도 하남시 미사강변한강로158번길 9, 지하1층 (망월동)",
일반음식점,주식회사 뚝심딜리버리 하남미사점,"경기도 하남시 미사강변중앙로 212, 미사강변 안강프라이빗뷰 2층 205호 (망월동)",
일반음식점,미사스타닭발,"경기도 하남시 미사강변한강로 290-3, 미사강변도시씨3단지 1층 131호 (망월동)",031 -791 -6868
일반음식점,칭다오양꼬치,"경기도 하남시 미사강변남로 131, 퀸즈파크 미사2차 2층 202,203,204호 (망월동)",031 -8027-6999
일반음식점,전씨네 전,"경기도 하남시 미사강변한강로 270-1, 미사강변 호반 써밋 201동 1층 1-198호 (망월동)",031 -791 -1488
일반음식점,청년피자 미사점,"경기도 하남시 미사강변한강로158번길 134, 로사펠리스 1층 (망월동)",031 -796 -1541
일반음식점,명품빨강오뎅,"경기도 하남시 미사강변중앙로 174, 해링턴타워 레이크파크 1층 119호 (망월동)",070 -7817-1117
일반음식점,제주안방갈비 하남본점,"경기도 하남시 신장1로 36, 1층 (신장동)",031 -791 -5212
일반음식점,미사시골족발보쌈,"경기도 하남시 미사강변중앙로 174, 해링턴타워 레이크파크 1층 102호 (망월동)",031 -795 -8446
일반음식점,수유리우동집 하남미사점,"경기도 하남시 미사강변동로 125, 미사푸르지오시티 A동 1층 109호 (망월동)",031 -794 -9946
일반음식점,분식명가 황가네호떡떡볶이,"경기도 하남시 아리수로 565-1, 미사강변도시13단지 상가1동 1층 103호 (망월동)",031 -792 -9989
일반음식점,카페마마스 하남스타필드점,"경기도 하남시 미사대로 750, 스타필드 하남 1층 (신장동)",031 -8072-8376
일반음식점,청담이상 하남미사역점,"경기도 하남시 미사강변중앙로 164, 미타워 4층 401,402,403,404,405,406호 (망월동)",031 -793 -0629
일반음식점,봉구통닭(하남미사점),"경기도 하남시 미사강변북로30번길 134, 1층 (망월동)",031 -792 -0409
일반음식점,홍춘천,"경기도 하남시 미사강변서로 25, 미사 테스타타워 지식산업센터 지하1층 RB105호 (풍산동)",031 -5175-6339
일반음식점,족발킹,"경기도 하남시 하남대로783번길 28, 1층 (신장동)",031 -793 -2850
일반음식점,똥찌비,"경기도 하남시 미사강변남로 91, 르보아파크 Ⅱ 1층 107호 (망월동)",031 -792 -0166
일반음식점,주식회사 남한산성,"경기도 하남시 하남대로 947, 하남테크노밸리 U1 CENTER B동 지하1층 B145호 (풍산동)",031 -5180-3292
일반음식점,유진횟집,"경기도 하남시 하남대로 1043-17, 근린생활시설 주축건물 제1동 1층 102호 (풍산동)",031 -793 -5720
일반음식점,두찜 하남덕풍점,"경기도 하남시 역말로 47-1, 1층 (덕풍동)",031 -795 -2558
일반음식점,태향원 미사점,"경기도 하남시 미사강변대로34번길 100, 미사타워 2층 203호 (풍산동)",031 -793 -7131
일반음식점,Lake Bistro 레이크 비스트로,"경기도 하남시 미사강변중앙로 217, 미사 호수의아침 1층 112호 (망월동)",031 -794 -0520
일반음식점,싸움의고수 하남미사점,"경기도 하남시 미사강변중앙로 218, 성산타워 1층 116호 (망월동)",031 -795 -7445
일반음식점,육쌤,"경기도 하남시 미사강변중앙로 161, 미사파크뷰 1층 101호 (망월동)",031 -791 -3259
일반음식점,덕만이네 뼈해장국,"경기도 하남시 미사강변중앙로 174, 해링턴타워 레이크파크 1층 104호 (망월동)",031 -796 -0128
일반음식점,블루테라스,"경기도 하남시 미사강변동로84번길 39, 에코타워 10층 1004호 (망월동)",031 -793 -4477
일반음식점,박쉐프 슈가네돈카츠,"경기도 하남시 미사강변서로 25, 미사 테스타타워 지식산업센터 지하1층 RB106호 (풍산동)",031 -5175-6889
일반음식점,유초소곱창 하남미사점,"경기도 하남시 미사강변중앙로204번길 22, 미사 마이움 센트럴 아케이드 1층 107,108호 (망월동)",031 -8028-0824
일반음식점,탕화쿵푸마라탕,"경기도 하남시 미사강변중앙로204번길 45, 성산타워플러스 2층 202호 (망월동)",070 -7576-0793
일반음식점,장가게 튀김료리집(하남점),"경기도 하남시 미사강변서로 25, 미사 테스타타워 지식산업센터 1층 RB109호 (풍산동)",031 -5175-6009
일반음식점,친목계,"경기도 하남시 미사강변한강로334번길 28, 1층 (망월동)",031 -794 -0204
일반음식점,포차스테이,"경기도 하남시 미사강변중앙로 218, 성산타워 2층 202호 (망월동)",031 -699 -8700
일반음식점,Wine Maria(와인마리아),"경기도 하남시 미사강변중앙로 157, 리버테라스 1층 104호 (망월동)",031 -792 -6616
일반음식점,명륜진사갈비 하남풍산점,"경기도 하남시 미사강변대로 76, 미사베스트프라자 2층 201,202호 (풍산동)",031 -794 -1700
일반음식점,유가네 닭갈비,"경기도 하남시 미사강변동로 127, 경서타워 2층 205호 (망월동)",031 -792 -6121
일반음식점,노포식당,"경기도 하남시 미사강변대로 208, 우승프라자 1층 108,109호 (망월동)",031 -791 -1119
일반음식점,모뜰,"경기도 하남시 미사강변동로84번길 39, 에코타워 2층 204호 (망월동)",031 -796 -0308
일반음식점,Wbar(더블유바),"경기도 하남시 미사강변중앙로 219, 레이크힐 2층 206호 (망월동)",
일반음식점,청년다방 미사역점,"경기도 하남시 미사강변중앙로 173, 미사 리버에비뉴 1층 101,102호 (망월동)",031 -795 -3988
일반음식점,진돈까스,"경기도 하남시 미사강변한강로 290-3, 미사강변도시씨3단지 상가동 1층 104호 (망월동)",070 -8151-4173
일반음식점,남도키친,"경기도 하남시 미사강변대로 38, 위너스프라자 2층 209,209-1호 (풍산동)",031 -792 -0090
일반음식점,신가네 김밥,"경기도 하남시 역말로 17, 1층 (덕풍동)",031 -796 -8864
일반음식점,다래육회,"경기도 하남시 미사강변중앙로 218, 성산타워 1층 108호 (망월동)",031 -796 -3464
일반음식점,맛부림,"경기도 하남시 미사강변중앙로 164, 미타워 1층 113,114호 (망월동)",031 -791 -2522
일반음식점,전원식당,"경기도 하남시 감초로 69, 1층 (감북동)",
일반음식점,전주현대옥 미사역점,"경기도 하남시 미사강변중앙로 174, 해링턴타워 레이크파크 1층 105호 (망월동)",
일반음식점,뚱보아저씨수제돈까스 미사점,"경기도 하남시 미사강변대로54번길 75, 홍우프라자 2층 201,202호 (풍산동)",031 -793 -3456
일반음식점,지금보고싶다 하남미사역점,"경기도 하남시 미사강변중앙로204번길 22, 미사 마이움 센트럴 아케이드 2층 207호 (망월동)",031 -8027-2810
일반음식점,우리부페식당,"경기도 하남시 미사강변서로 16, 하우스디스마트밸리 2층 알201,알202호 (풍산동)",
일반음식점,닥엔돈스 하남미사점,"경기도 하남시 미사강변남로 45, 골든브릿지 2층 209호 (망월동)",031 -796 -2928
일반음식점,미사 바,"경기도 하남시 미사강변중앙로170번길 10, 신성프라자  I 5층 514호 (망월동)",031 -796 -2906
일반음식점,혼을담은밥상,"경기도 하남시 미사강변한강로220번길 15, 1층 (망월동)",031 -793 -3374
일반음식점,리얼펍,"경기도 하남시 아리수로 570, 미사역 효성해링턴 타워 더 퍼스트 2층 2020호 (망월동)",031 -8028-0265
일반음식점,빠삭치킨,"경기도 하남시 미사강변중앙로 181, 1층 107호 (망월동)",031 -793 -1410
일반음식점,RESTII,"경기도 하남시 미사강변중앙로 189, 에코브리지2 1층 116호 (망월동)",031 -8027-2552
일반음식점,해롯담,"경기도 하남시 미사강변한강로 270-1, 미사강변 호반 써밋 201동 1층 1-211호 (망월동)",031 -792 -0053
일반음식점,벼락떡볶이,"경기도 하남시 미사강변한강로342번길 19, 1층 (망월동)",031 -792 -7001
일반음식점,쌍문동맥주다방,"경기도 하남시 미사강변대로 62, 바토프라자 1층 104호 (풍산동)",
