,category,name,location,tag,like,pick,review,rating
36,관광지,"더럭초등학교(구, 더럭분교)",애월,"['경관/포토 ', '커플 ', '아이 ', '맑음 ', '봄']",17,376,101,5
37,관광지,외돌개,서귀포시내,"['일출 ', '해변 ', '경관/포토 ', '휴식/힐링 ', '맑음 ', '가을']",19,375,95,5
38,관광지,천제연폭포,중문,"['폭포 ', '경관/포토 ', '커플 ', '아이 ', '맑음 ', '여름']",35,863,91,5
39,관광지,방주교회,안덕,"['부모 ', '커플 ', '친구 ', '아이 ', '맑음 ', '사계절']",12,347,87,5
40,관광지,가파도,가파도,"['섬속의섬 ', '경관/포토 ', '휴식/힐링 ', '친구 ', '커플 ', '맑음 ', '봄']",10,138,84,5
41,관광지,이호테우말등대,제주시내,"['등대 ', '일몰 ', '경관/포토 ', '커플 ', '맑음 ', '가을']",45,860,83,5
42,관광지,중문색달해수욕장,중문,"['해수욕장 ', '액티비티 ', '친구 ', '맑음 ', '여름']",2,193,81,5
43,관광지,신창~차귀해안도로,한경,"['일몰 ', '드라이브 ', '커플 ', '맑음 ', '가을']",20,385,80,5
44,관광지,제주김녕미로공원,구좌,"['테마공원 ', '아이 ', '맑음 ', '봄 ', '우수관광사업체']",42,556,78,5
45,관광지,비양도,비양도,"['섬속의섬 ', '일몰 ', '휴식/힐링 ', '아이 ', '맑음 ', '여름']",6,96,77,5
46,관광지,성이시돌목장,한림,"['목장 ', '경관/포토 ', '커플 ', '우유']",4,124,77,5
47,관광지,휴애리 자연생활공원,남원,"['휴식/힐링 ', '아이 ', '맑음 ', '봄 ', '우수관광사업체']",26,622,77,5
48,관광지,주상절리대(중문대포해안),중문,"['해변 ', '경관/포토 ', '친구 ', '커플 ', '맑음']",39,1230,67,5
49,관광지,검멀레해변,우도,"['해변 ', '경관/포토 ', '커플 ', '맑음 ', '여름']",13,296,66,5
50,관광지,애월한담해안산책로,애월,"['해변 ', '걷기/등산 ', '친구 ', '맑음 ', '유채꽃']",39,848,60,5
51,관광지,황우지해안,서귀포시내,"['해변 ', '경관/포토 ', '액티비티 ', '친구 ', '커플 ', '맑음 ', '여름']",15,730,60,5
52,관광지,만장굴,구좌,"['동굴 ', '경관/포토 ', '아이 ', '흐림 ', '여름']",39,1126,59,5
53,관광지,노리매공원,대정,"['경관/포토 ', '테마공원 ', '커플 ', '맑음 ', '봄']",1,195,58,5
54,관광지,백약이오름,표선,"['일출 ', '오름 ', '걷기/등산 ', '친구 ', '커플 ', '겨울']",5,214,57,5
55,관광지,보롬왓,표선,"['경관/포토 ', '휴식/힐링 ', '친구 ', '커플 ', '맑음 ', '봄 ', '여름 ', '가을']",21,595,57,5
56,관광지,관덕정,제주시내,"['문화유적지 ', '부모 ', '커플 ', '혼자 ', '친구 ', '아이 ', '사계절 ', '4.3']",11,52,55,5
57,관광지,메이즈랜드,구좌,"['부모 ', '아이 ', '테마공원 ', '미술/박물관 ', '경관/포토 ', '전시와 행사 ', '우수관광사업체']",15,658,54,5
58,관광지,새연교,서귀포시내,"['밤 ', '경관/포토 ', '커플 ', '맑음']",9,312,54,5
59,관광지,표선해수욕장,표선,"['해수욕장 ', '액티비티 ', '커플 ', '맑음 ', '여름']",2,76,53,5
60,관광지,김영갑갤러리 두모악,성산,"['예술 ', '실내 ', '미술/박물관 ', '커플 ', '흐림 ', '겨울']",10,96,52,5
61,관광지,따라비오름,표선,"['일출 ', '오름 ', '걷기/등산 ', '친구 ', '가을']",6,138,51,5
62,관광지,중문관광단지,중문,"['부모 ', '커플 ', '아이 ', '체험관광 ', '쇼핑']",8,248,51,4
63,관광지,윗세오름(웃세오름),애월,"['오름 ', '걷기/등산 ', '친구']",3,87,50,5
64,관광지,제주동백수목원(위미리 애기동백나무군락),남원,"['경관/포토 ', '커플 ', '겨울 ', ' 제주동백수목원']",18,418,50,5
65,관광지,하고수동해변,우도,"['해변 ', '휴식/힐링 ', '친구 ', '커플 ', '맑음 ', '여름']",4,92,50,5
66,관광지,백록담,서귀포시내,"['커플 ', '혼자 ', '친구 ', '경관/포토 ', '맑음 ', '사계절 ', '등산']",11,195,49,5
67,관광지,삼양해수욕장,제주시내,"['해수욕장 ', '액티비티 ', '친구 ', '커플 ', '맑음 ', '여름']",3,74,48,4
68,관광지,선녀와나무꾼,조천,"['실내 ', '테마공원 ', '커플 ', '아이 ', '흐림 ', '사계절']",6,303,48,5
69,관광지,제주돌문화공원,조천,"['테마공원 ', '커플 ', '흐림 ', '겨울']",7,141,47,5
70,관광지,마방목지,제주시내,"['경관/포토 ', '문화유적지 ', '아이 ', '맑음 ', '봄']",11,266,46,5
71,관광지,아끈다랑쉬,구좌,"['오름 ', '걷기/등산 ', '가을']",0,75,45,5
72,관광지,아침미소목장,제주시내,"['체험관광 ', '아이 ', '맑음 ', '봄']",38,696,45,5
73,관광지,용담/용두암 해안도로,제주시내,"['밤 ', '해변 ', '드라이브 ', '커플 ', '맑음 ', '가을']",9,231,45,5
74,관광지,쇠소깍해변,서귀포시내,"['해변 ', '경관/포토 ', '커플 ', '맑음 ', '여름']",9,172,43,4
75,관광지,이중섭거리,서귀포시내,"['예술 ', '걷기/등산 ', '커플 ', '맑음 ', '가을']",23,525,42,5
76,관광지,차귀도,차귀도,"['커플 ', '맑음 ', '문화유적지 ', '일몰 ', '차귀도 ', '수월봉']",6,65,41,5
77,관광지,너븐숭이 4.3기념관,조천,"['4.3 ', '실내 ', '미술/박물관 ', '부모 ', '비.눈 ', '봄']",7,56,40,5
78,관광지,아부오름,구좌,"['커플 ', '친구 ', '맑음 ', '오름 ', '가을 ', '봄']",9,130,40,5
79,관광지,우도 비양도,우도,"['일출 ', '경관/포토 ', '아이 ', '맑음 ', '봄']",3,57,40,4
80,관광지,월령선인장군락지,한림,"['경관/포토 ', '커플 ', '맑음 ', '여름']",5,237,40,5
81,관광지,여미지식물원,중문,"['실내 ', '테마공원 ', '친구 ', '커플 ', '맑음 ', '겨울 ', '우수관광사업체']",5,317,39,5
82,관광지,제주유리의성,한경,"['테마공원 ', '커플 ', '흐림 ', '가을 ', '우수관광사업체']",11,310,39,5
83,관광지,녹산로유채꽃길,표선,"['드라이브 ', '경관/포토 ', '커플 ', '맑음 ', '봄']",11,275,38,5
84,관광지,함덕백사장 & 서우봉,조천,"['부모 ', '커플 ', '혼자 ', '친구 ', '아이 ', '맑음 ', '여름 ', '해변 ', '문화유적지 ', '오름']",4,16,38,5
85,관광지,거문오름(UNESCO 세계자연유산),조천,"['부모 ', '커플 ', '혼자 ', '친구 ', '맑음 ', '오름 ', '세계자연유산']",29,508,37,4
86,관광지,소인국테마파크,안덕,"['테마공원 ', '아이 ', '봄 ', '우수관광사업체']",16,505,37,5
87,관광지,렛츠런팜제주,조천,"['테마공원 ', '아이 ', '꽃']",5,195,36,5
88,관광지,오라동 청보리-메밀꽃밭,제주시내,"['경관/포토 ', '친구 ', '커플 ', '맑음 ', '봄 ', '가을']",18,400,36,5
89,관광지,제주민속촌,표선,"['문화유적지 ', '아이 ', '흐림 ', '가을 ', '우수관광사업체']",6,409,36,5
90,관광지,하도해변,구좌,"['해수욕장 ', '액티비티 ', '커플 ', '맑음 ', '여름']",3,60,35,5
91,관광지,수월봉 지질트레일,한경,"['지질트레일 ', '걷기/등산 ', '친구 ', '맑음 ', '가을']",9,173,34,4
92,관광지,안덕계곡,안덕,"['계곡 ', '액티비티 ', '커플 ', '흐림 ', '봄']",13,170,34,5
93,관광지,헬로키티아일랜드,안덕,"['실내 ', '테마공원 ', '아이 ', '비.눈 ', '겨울 ', '우수관광사업체']",8,332,34,4
94,관광지,제주러브랜드,제주시내,"['커플 ', '테마공원 ', '가을 ', '밤']",24,325,33,4
95,관광지,항파두리항몽유적지,애월,"['문화유적지 ', '친구 ', '커플 ', '봄 ', '가을']",5,97,33,5
96,관광지,제주조천스위스마을,조천,"['포토스팟 ', '카페 ', '실내 ', '여자 ', '남자 ', '커플 ', '휴식 ', '비/바람/눈 ', '안개/흐림 ', '맑음 ', '여름']",17,507,32,5
97,관광지,"군산(군산오름,코메오름)",안덕,"['일몰 ', '일출 ', '오름 ', '걷기/등산 ', '친구 ', '맑음 ', '가을']",3,46,31,5
98,관광지,박물관은 살아있다,중문,"['실내 ', '테마공원 ', '아이 ', '비.눈 ', '겨울 ', '사계절']",23,395,31,5
99,관광지,본태박물관,안덕,"['예술 ', '실내 ', '미술/박물관 ', '친구 ', '커플 ', '흐림 ', '겨울 ', '우수관광사업체']",3,195,31,4
100,관광지,용연,제주시내,"['밤 ', '휴식/힐링 ', '맑음 ', '여름']",7,259,31,5
101,관광지,제주레일바이크,구좌,"['친구 ', '경관/포토 ', '체험관광 ', '액티비티 ', '가을']",15,505,31,5
102,관광지,한담해변,애월,"['해변 ', '경관/포토 ', '커플 ', '맑음 ', '여름']",8,292,31,5
103,관광지,한라산어리목코스,애월,"['산 ', '걷기/등산 ', '친구 ', '커플 ', '흐림 ', '봄']",4,66,30,5
104,관광지,김경숙해바라기농장,제주시내,"['커플 ', '친구 ', '아이 ', '부모 ', '혼자 ', '경관/포토 ', '여름 ', '맑음']",15,394,29,5
105,관광지,선운정사,애월,"['밤 ', '경관/포토 ', '휴식/힐링 ', '부모 ', '흐림 ', '여름']",1,169,29,5
106,관광지,성읍마을,표선,"['문화유적지 ', '부모 ', '아이 ', '봄']",16,220,29,5
107,관광지,세계자동차 & 피아노박물관,안덕,"['실내 ', '미술/박물관 ', '아이 ', '비.눈 ', '사계절 ', '우수관광사업체']",0,265,29,5
108,관광지,우도등대,우도,"['등대 ', '경관/포토 ', '친구 ', '맑음 ', '봄']",3,116,28,5
109,관광지,환상숲 곶자왈공원,한경,"['숲길 ', '걷기/등산 ', '커플 ', '흐림 ', '여름']",20,290,28,4
110,관광지,남원큰엉해변,남원,"['해변 ', '경관/포토 ', '맑음 ', '여름']",4,82,27,5
111,관광지,서우봉,조천,"['맑음 ', '봄 ', '걷기/등산 ', '유채꽃 ', '오름 ', ' 코스모스']",5,129,27,5
112,관광지,섯알오름,대정,"['부모 ', '커플 ', '혼자 ', '친구 ', '아이 ', '오름 ', '4.3']",7,2,27,5
113,관광지,제주특별자치도 도립미술관,제주시내,"['예술 ', '미술/박물관 ', '실내 ', '사계절 ', '커플 ', '혼자']",13,113,26,5
114,관광지,김녕 지질트레일,제주시내,"['지질트레일 ', '걷기/등산 ', '친구 ', '커플 ', '맑음 ', '가을 ', '겨울']",5,105,25,4
115,관광지,서귀포잠수함(대국해저관광),서귀포시내,"['액티비티 ', '커플 ', '아이 ', '우수관광사업체']",4,286,25,5
116,관광지,아날로그감귤밭,제주시내,"['커플 ', '아이 ', '친구 ', '체험관광 ', '맑음 ', '겨울']",14,307,25,4
117,관광지,제주허브동산,표선,"['테마공원 ', '친구 ', '커플 ', '맑음 ', '우수관광사업체 ', '우정스냅']",10,415,25,5
118,관광지,평대리해변,구좌,"['해변 ', '경관/포토 ', '맑음 ', '여름']",3,45,25,5
119,관광지,감귤박물관,서귀포시내,"['실내 ', '미술/박물관 ', '아이 ', '비.눈 ', '겨울']",4,130,24,4
120,관광지,이니스프리제주하우스,안덕,"['커플 ', '친구 ', '아이 ', '테마공원 ', '사계절 ', '실내']",7,191,24,5
121,관광지,제주올레 7코스,서귀포시내,"['올레 ', '걷기/등산 ', '친구 ', '여름']",3,109,24,4
122,관광지,지미봉,구좌,"['커플 ', '친구 ', '맑음 ', '오름']",5,45,24,5
123,관광지,코코몽 에코파크,남원,"['테마공원 ', '아이 ', '가을']",4,164,24,5
124,관광지,퍼시픽 리솜 요트투어 샹그릴라,중문,"['액티비티 ', '부모 ', '아이 ', '맑음 ', '여름 ', '우수관광사업체']",4,102,24,4
125,관광지,약천사,중문,"['실내 ', '휴식/힐링 ', '부모 ', '흐림 ', '여름']",9,166,23,5
126,관광지,어승생,제주시내,"['산 ', '걷기/등산 ', '친구 ', '흐림']",3,99,23,5
127,관광지,엉또폭포,서귀포시내,"['폭포 ', '경관/포토 ', '커플 ', '비.눈 ', '여름']",3,119,23,5
128,관광지,원앙폭포,서귀포시내,"['폭포 ', '커플 ', '경관/포토 ', '여름']",6,194,23,5
129,관광지,이중섭거주지,서귀포시내,"['문화유적지 ', '사계절']",1,72,23,5
130,관광지,해녀박물관,구좌,"['실내 ', '문화유적지 ', '미술/박물관 ', '아이 ', '비.눈 ', '겨울']",6,151,23,5
131,관광지,모슬포항,대정,"['커플 ', '친구 ', '맑음 ', '해변']",1,104,22,5
132,관광지,산방산 용머리해안 지질트레일,안덕,"['지질트레일 ', '걷기/등산 ', '친구 ', '커플 ', '맑음 ', '봄']",7,165,22,5
133,관광지,성널오름 (성판악),남원,"['오름 ', '걷기/등산 ', '봄']",0,29,22,5
134,관광지,신양섭지해수욕장,성산,"['해수욕장 ', '액티비티 ', '커플 ', '맑음 ', '여름']",3,81,22,5
135,관광지,알뜨르비행장,대정,"['문화유적지 ', '친구 ', '커플 ', '흐림 ', '봄']",14,30,22,5
136,관광지,제주레포츠랜드,조천,"['액티비티 ', '아이 ', '맑음']",27,292,22,5
137,관광지,대평포구,안덕,"['포구 ', '해변 ', '문화유적지 ', '가을']",3,34,21,5
138,관광지,생각하는정원,한경,"['휴식/힐링 ', '테마공원 ', '커플 ', '아이 ', '흐림 ', '가을']",15,266,21,5
139,관광지,제주항공우주박물관,안덕,"['실내 ', '미술/박물관 ', '아이 ', '비.눈 ', '겨울 ', '우수관광사업체']",7,295,21,5
140,관광지,박수기정,안덕,"['절벽 ', '경관/포토 ', '해변']",1,83,20,5
141,관광지,일출랜드,성산,"['테마공원 ', '아이 ', '맑음 ', '우수관광사업체']",3,165,20,5
142,관광지,탑동,제주시내,"['밤 ', '일몰 ', '해변 ', '휴식/힐링 ', '흐림 ', '여름']",3,63,20,5
143,관광지,한라수목원,제주시내,"['수목원 ', '휴식/힐링 ', '테마공원 ', '부모 ', '아이 ', '맑음 ', '여름']",8,195,20,5
144,관광지,닭머르해안길,조천,"['해변 ', '일몰 ', '걷기/등산 ', '맑음 ', '가을']",3,111,19,4
145,관광지,도두봉,제주시내,"['일출 ', '일몰 ', '오름 ', '휴식/힐링 ', '부모 ', '혼자 ', '커플 ', '친구 ', '아이']",3,81,19,5
146,관광지,이중섭미술관,서귀포시내,"['예술 ', '실내 ', '미술/박물관 ', '커플 ', '비.눈 ', '겨울']",2,137,19,5
147,관광지,제주대학교 가는길,제주시내,"['걷기/등산 ', '맑음']",1,38,19,5
148,관광지,동백동산,조천,"['걷기/등산 ', '휴식/힐링 ', '맑음 ', '겨울']",4,62,18,4
149,관광지,사라오름,남원,"['오름 ', '걷기/등산 ', '커플 ', '겨울']",9,64,18,5
150,관광지,서귀포치유의숲,서귀포시내,"['숲길 ', '걷기/등산 ', '부모 ', '흐림 ', '여름']",13,213,18,5
151,관광지,월정리 카약체험장,구좌,"['액티비티 ', '커플 ', '여름']",1,324,18,5
152,관광지,위미리 동백나무군락,남원,"['경관/포토 ', '커플 ', '아이 ', '맑음 ', '겨울']",1,113,18,5
153,관광지,제주공룡랜드,애월,"['테마공원 ', '아이 ', '가을']",6,208,18,5
154,관광지,종달리수국길,구좌,"['수국 ', '꽃 ', '걷기/등산 ', '경관/포토 ', '커플 ', '맑음 ', '여름']",2,175,18,5
155,관광지,지니어스 로사이,성산,"['실내 ', '경관/포토 ', '미술/박물관 ', '맑음 ', '가을']",5,153,18,4
156,관광지,테디베어뮤지엄제주,중문,"['실내 ', '테마공원 ', '아이 ', '비.눈 ', '겨울 ', '우수관광사업체']",8,245,18,5
157,관광지,붉은오름 자연휴양림,표선,"['휴양림 ', '걷기/등산 ', '휴식/힐링 ', '커플 ', '흐림 ', '가을']",10,62,17,5
158,관광지,제주현대미술관,한경,"['예술 ', '실내 ', '미술/박물관 ', '커플 ', '흐림 ', '겨울']",7,128,17,5
159,관광지,형제섬,안덕,"['커플 ', '친구 ', '혼자 ', '경관/포토 ', '일몰 ', '일출']",3,10,17,5
160,관광지,관음사,제주시내,"['템플스테이 ', '산 ', '휴식/힐링 ', '흐림 ', '봄']",5,144,16,5
161,관광지,동굴의 다원 다희연[리모델링중],조천,"['동굴 ', '테마공원 ', '커플 ', '흐림 ', '겨울']",4,113,16,5
162,관광지,범섬,서귀포시내,"['경관/포토 ', '휴식/힐링 ', '휴식/치유 ', '맑음']",4,17,16,5
163,관광지,산방굴사,안덕,"['문화유적지 ', '부모 ', '맑음']",6,117,16,5
164,관광지,퍼시픽 리솜 마린스테이지,중문,"['실내 ', '테마공원 ', '아이 ', '비.눈 ', '가을 ', '우수관광사업체']",11,236,16,4
165,관광지,성산항,성산,['맑음'],0,68,15,5
166,관광지,제주올레 8코스,중문,"['올레 ', '걷기/등산 ', '친구 ', '혼자 ', '가을']",1,89,15,5
167,관광지,제주해양동물박물관,성산,"['실내 ', '미술/박물관 ', '아이 ', '비.눈 ', '사계절']",15,70,15,5
168,관광지,혼인지,성산,"['문화유적지 ', '맑음']",2,64,15,4
169,관광지,귤밭76번지,안덕,"['체험관광 ', '아이 ', '맑음 ', '겨울']",3,247,14,5
170,관광지,"당산봉(당오름,차귀오름)",한경,"['오름 ', '걷기/등산 ', '가을']",4,22,14,5
171,관광지,삼성혈,제주시내,"['문화유적지 ', '부모 ', '맑음 ', '우수관광사업체']",3,73,14,5
172,관광지,1100고지(휴게소),서귀포시내,"['산 ', '경관/포토 ', '흐림 ', '겨울']",6,212,13,5
173,관광지,1100고지습지,서귀포시내,"['산 ', '경관/포토 ', '흐림 ', '가을']",2,75,13,4
174,관광지,레이저서바이벌M,제주시내,"['친구 ', '체험관광 ', '액티비티 ', '사계절']",15,14,13,5
175,관광지,물영아리오름,남원,"['일출 ', '오름 ', '걷기/등산 ', '흐림 ', '여름']",1,84,13,5
176,관광지,민속자연사박물관,제주시내,"['실내 ', '미술/박물관 ', '아이 ', '비.눈 ', '겨울']",2,114,13,5
177,관광지,법환포구,서귀포시내,"['포구 ', '일출 ', '해변 ', '문화유적지']",0,14,13,5
178,관광지,사계해안도로,안덕,"['일출 ', '해변 ', '드라이브 ', '커플 ', '맑음 ', '가을']",3,73,13,4
179,관광지,서귀포항,서귀포시내,"['친구 ', '커플 ', '일출 ', '밤 ', '부모 ', '혼자 ', '아이 ', '맑음 ', '휴식/힐링 ', '일몰']",1,27,13,5
180,관광지,소천지,서귀포시내,"['해변 ', '경관/포토 ', '가을']",4,121,13,5
181,관광지,수월봉,한경,"['부모 ', '커플 ', '혼자 ', '친구 ', '아이 ', '맑음 ', '가을 ', '경관/포토 ', '일몰 ', '휴식/힐링']",5,79,13,5
182,관광지,알작지해변,제주시내,"['해변 ', '경관/포토 ', '커플 ', '가을']",1,75,13,5
183,관광지,정물오름,한림,"['친구 ', '커플 ', '맑음 ', '일몰 ', '오름']",3,27,13,5
184,관광지,제주베니스랜드,성산,"['테마공원 ', '아이 ', '가을']",6,171,13,5
185,관광지,제주커피박물관 바움 Baum,성산,"['실내 ', '미술/박물관 ', '친구 ', '커플 ', '비.눈 ', '겨울']",8,192,13,5
186,관광지,종달리해안도로,성산,"['일출 ', '드라이브 ', '커플 ', '맑음 ', '여름']",4,103,13,5
187,관광지,터진목 & 성산면 4·3희생자 위령비,성산,"['4.3 ', '문화유적지']",1,4,13,5
188,관광지,표선세화해안도로,표선,"['해변 ', '드라이브 ', '친구 ', '여름']",1,130,13,5
189,관광지,넥슨컴퓨터박물관,제주시내,"['우수관광사업체 ', '실내 ', '테마공원 ', '아이 ', '비.눈 ', '겨울']",9,223,12,4
190,관광지,더마파크,한림,"['승마 ', '실내 ', '액티비티 ', '아이 ', '맑음 ', '사계절']",8,140,12,5
191,관광지,돈내코,서귀포시내,"['폭포 ', '계곡 ', '액티비티 ', '부모 ', '아이 ', '맑음 ', '여름']",4,167,12,4
192,관광지,서귀포자연휴양림,서귀포시내,"['사계절 ', ' 휴양림 ', ' 걷기/등산 ', ' 휴식/힐링 ', ' 캠핑장 ', ' 야영장']",6,106,12,5
193,관광지,서귀포칠십리시공원,서귀포시내,"['휴식/힐링 ', '커플 ', '맑음 ', '봄']",2,84,12,5
194,관광지,점보빌리지,안덕,"['실내 ', '테마공원 ', '아이 ', '사계절']",7,113,12,5
195,관광지,제주곶자왈도립공원,대정,"['숲길 ', '걷기/등산 ', '커플 ', '흐림']",4,90,12,5
196,관광지,제주목관아,제주시내,"['문화유적지 ', '흐림 ', '맑음 ', '사계절']",3,131,12,5
197,관광지,추자도,추차도,"['경관/포토 ', '가을']",2,22,12,5
198,관광지,한림해안도로,한림,"['커플 ', '친구 ', '드라이브 ', '올레 ', '자전거']",1,88,12,5
199,관광지,교래자연휴양림,조천,"['휴양림 ', '걷기/등산 ', '휴식/힐링 ', '부모 ', '아이 ', '흐림 ', '여름']",2,43,11,5
200,관광지,금악오름(왕매),한림,"['일몰 ', '오름 ', '걷기/등산 ', '커플 ', '흐림 ', '가을 ', ' 금오름']",4,58,11,5
201,관광지,논짓물,서귀포시내,"['커플 ', '혼자 ', '친구 ', '부모 ', '아이 ', '여름 ', '액티비티 ', '맑음']",3,38,11,5
202,관광지,북촌돌하르방미술관,조천,"['테마공원 ', '부모 ', '친구 ', '커플 ', '아이 ', '맑음 ', '봄 ', '겨울']",5,138,11,5
203,관광지,사계해변,안덕,"['일출 ', '해변 ', '휴식/힐링 ', '커플 ', '맑음 ', '봄']",8,155,11,5
204,관광지,서귀포해안,서귀포시내,"['커플 ', '친구 ', '맑음 ', '휴식/힐링 ', '해변']",0,46,11,5
205,관광지,연화못,애월,"['휴식/힐링 ', '여름']",2,121,11,4
206,관광지,우도잠수함(제주씨월드),성산,"['액티비티 ', '부모 ', '아이']",6,247,11,5
207,관광지,제주올레 10코스,안덕,"['올레 ', '걷기/등산 ', '친구 ', '혼자 ', '봄 ', '가을']",2,43,11,5
208,관광지,제주올레 18코스,제주시내,"['올레 ', '걷기/등산 ', '친구 ', '혼자 ', '봄 ', '가을']",6,58,11,4
209,관광지,제주유리박물관,서귀포시내,"['밤 ', '실내 ', '미술/박물관 ', '친구 ', '아이 ', '흐림 ', '가을']",7,166,11,5
210,관광지,판포포구,한경,"['포구 ', '해변 ', '문화유적지 ', '친구 ', '아이 ', '여름']",1,43,11,5
211,관광지,구엄리돌염전,애월,"['일몰 ', '해변 ', '문화유적지 ', '맑음 ', '가을']",0,102,10,5
212,관광지,노루생태관찰원,제주시내,"['액티비티 ', '아이 ', '흐림 ', '맑음']",1,94,10,5
213,관광지,마라도성당,마라도,"['실내 ', '휴식/힐링 ', '부모 ', '가을']",7,42,10,4
214,관광지,물찻오름,조천,"['오름 ', '걷기/등산 ', '흐림 ', '여름']",0,21,10,5
215,관광지,상효원,서귀포시내,"['수목원 ', '맑음 ', '봄 ', '우수관광사업체']",3,60,10,5
216,관광지,새섬,서귀포시내,"['경관/포토 ', '맑음']",3,21,10,5
